objective,deploy,return,station_keep,next_loiter_point,obstacle_name,obstacle_proximity,contact_range,contact_resolved,collision_avoidance_mode,speed,heading,loiter_point_direction,new_loiter_area,obstacle_direction,contact_name,name,ivphelm_bhv_active,what_if,predicted_behaviour,why_not,feature_justification,Representation,Instruction,User Query,Explanation
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_2,nearby,nearby,FALSE,none,fast,northwest,northwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_2,nearby,nearby,FALSE,none,fast,southwest,northwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_2,far,nearby,FALSE,none,fast,southwest,northwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_2,close,nearby,FALSE,none,fast,southwest,northwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_2,close,nearby,FALSE,none,fast,southwest,northwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_2,far,nearby,FALSE,none,fast,southwest,northwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_2,close,nearby,FALSE,none,fast,northwest,northwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_2,far,nearby,FALSE,none,fast,northwest,northwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_2,close,close,FALSE,none,fast,northwest,northwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_2,far,close,FALSE,none,fast,northwest,northwest,FALSE,northwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,close,close,FALSE,none,fast,northwest,northwest,FALSE,southwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,far,close,FALSE,none,fast,northwest,northwest,FALSE,southwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,very far,close,FALSE,none,fast,northwest,northwest,FALSE,southwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,far,close,FALSE,none,fast,northwest,northwest,FALSE,southwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,close,close,FALSE,none,fast,northwest,northwest,FALSE,southwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,far,close,FALSE,none:none,fast,northwest,northwest,FALSE,southwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,nearby,close,FALSE,none,fast,northwest,northwest,FALSE,southwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,nearby,close,FALSE,cpa:none,fast,northwest,northwest,FALSE,southwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,nearby,close,FALSE,none,fast,northwest,northwest,FALSE,southwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,far,close,FALSE,none,fast,northwest,northwest,FALSE,southwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,nearby,close,FALSE,standon:stern,fast,northwest,northwest,FALSE,southwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,nearby,close,FALSE,standon:inextremis,fast,northwest,northwest,FALSE,southwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,far,close,FALSE,standon:stern,fast,northwest,northwest,FALSE,southwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,far,close,FALSE,none,none,northwest,northwest,FALSE,southwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avd_obstacles_avd_obstacles_ob_3,avdcol_henry",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,far,close,FALSE,none,none,northwest,northwest,FALSE,southwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avdcol_henry",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,far,close,FALSE,cpa:none,none,northwest,northwest,FALSE,southwest,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_2,avdcol_henry",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,far,close,FALSE,none,none,northwest,northwest,FALSE,southwest,henry,gilda,"loiter,avdcol_henry",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,very far,close,FALSE,none,none,northwest,northwest,FALSE,southwest,henry,gilda,"loiter,avdcol_henry",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,very far,close,FALSE,none,very fast,northwest,northwest,FALSE,southwest,henry,gilda,"loiter,avdcol_henry",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,very far,close,FALSE,none:none,very fast,northwest,northwest,FALSE,southwest,henry,gilda,"loiter,avdcol_henry",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,very far,close,FALSE,none,very fast,northwest,northwest,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,very far,close,FALSE,none,fast,northwest,northwest,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,very far,close,HENRY,none,fast,northwest,northwest,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,very far,nearby,FALSE,none,fast,northwest,northwest,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point7,obstacle_3,very far,far,FALSE,none,fast,northwest,northwest,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point0,obstacle_3,very far,far,FALSE,none,fast,northwest,northwest,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point1,obstacle_3,very far,far,FALSE,none,fast,northwest,southwest,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point1,obstacle_3,very far,far,FALSE,none,fast,southwest,southwest,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point2,obstacle_3,very far,far,FALSE,none,fast,southwest,southwest,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point2,obstacle_3,very far,very far,FALSE,none,fast,southwest,southwest,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point3,obstacle_3,very far,very far,FALSE,none,fast,southwest,southeast,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point3,obstacle_3,very far,very far,FALSE,none,fast,southeast,southeast,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_3,very far,very far,FALSE,none,fast,southeast,southeast,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point5,obstacle_3,very far,very far,FALSE,none,fast,southeast,northeast,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point5,obstacle_3,very far,very far,FALSE,none,fast,northeast,northeast,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point5,obstacle_3,very far,far,FALSE,none,fast,northeast,northeast,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point6,obstacle_3,very far,far,FALSE,none,fast,northeast,northeast,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point6,obstacle_3,very far,far,FALSE,none,fast,northeast,northeast,TRUE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_3,very far,far,FALSE,none,fast,northeast,northeast,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_3,very far,far,FALSE,none,fast,northeast,northeast,TRUE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point1,obstacle_3,very far,far,FALSE,none,fast,northeast,southwest,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point1,obstacle_3,very far,far,FALSE,none,moderate,northeast,southwest,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point1,obstacle_3,very far,far,FALSE,none,moderate,southeast,southwest,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point1,obstacle_3,very far,far,FALSE,none,fast,southeast,southwest,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point1,obstacle_3,very far,far,FALSE,none,fast,southwest,southwest,TRUE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_3,very far,far,FALSE,none,fast,southwest,northeast,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_3,very far,far,FALSE,none,moderate,southwest,northeast,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_3,very far,far,FALSE,none,moderate,southeast,northeast,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_3,very far,far,FALSE,none,fast,southeast,northeast,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_3,very far,nearby,FALSE,none,fast,northeast,northeast,FALSE,southwest,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_3,very far,nearby,FALSE,none,fast,northeast,northeast,FALSE,southeast,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_3,far,nearby,FALSE,none,fast,northeast,northeast,FALSE,southeast,henry,gilda,loiter,none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_3,far,nearby,FALSE,none,fast,northeast,northeast,FALSE,southeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_3,nearby,nearby,FALSE,none,fast,northeast,northeast,FALSE,southeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_3,close,nearby,FALSE,none,fast,northeast,northeast,FALSE,southeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_3,close,close,FALSE,none,fast,northeast,northeast,FALSE,southeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_2,close,close,FALSE,none,fast,northeast,northeast,FALSE,northeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_2,far,close,FALSE,none,fast,northeast,northeast,FALSE,northeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_2,far,close,FALSE,none,fast,northeast,northeast,FALSE,northeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_2,close,close,FALSE,none,fast,northeast,northeast,FALSE,northeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_2,nearby,close,FALSE,none,fast,northeast,northeast,FALSE,northeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_2,nearby,close,FALSE,standon:unsure_bow,fast,northeast,northeast,FALSE,northeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_2,nearby,close,FALSE,none,fast,northeast,northeast,FALSE,northeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3,avdcol_henry,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_2,nearby,close,FALSE,standon:inextremis,fast,northeast,northeast,FALSE,northeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3,avdcol_henry,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_2,nearby,close,FALSE,none,none,southeast,northeast,FALSE,northeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3,avdcol_henry,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_2,far,close,FALSE,none,none,southeast,northeast,FALSE,northeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3,avdcol_henry,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_2,nearby,very close,FALSE,none,none,southeast,northeast,FALSE,northeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3,avdcol_henry,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_2,far,very close,FALSE,none,none,southeast,northeast,FALSE,northeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3,avdcol_henry,avd_obstacles_avd_obstacles_ob_2",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_2,nearby,very close,FALSE,none,none,southeast,northeast,FALSE,northeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3,avdcol_henry",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_2,far,very close,FALSE,none,none,southeast,northeast,FALSE,northeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3,avdcol_henry",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,far,very close,FALSE,none,none,southeast,northeast,FALSE,southeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3,avdcol_henry",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,far,very close,FALSE,none,none,southeast,northeast,FALSE,southeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3,avdcol_henry,avd_obstacles_avd_obstacles_ob_0",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,nearby,very close,FALSE,none,none,southeast,northeast,FALSE,southeast,henry,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3,avdcol_henry,avd_obstacles_avd_obstacles_ob_0",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,nearby,very close,FALSE,none,none,southeast,northeast,FALSE,southeast,henry,gilda,"loiter,avdcol_henry,avd_obstacles_avd_obstacles_ob_0",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,far,very close,FALSE,none,none,southeast,northeast,FALSE,southeast,henry,gilda,"loiter,avdcol_henry,avd_obstacles_avd_obstacles_ob_0",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,close,very close,FALSE,none,none,southeast,northeast,FALSE,southeast,henry,gilda,"loiter,avdcol_henry,avd_obstacles_avd_obstacles_ob_0",none,none,,,,,,
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",TRUE,FALSE,FALSE,point4,obstacle_0,very far,very close,FALSE,none,none,southeast,northeast,FALSE,southeast,henry,gilda,"loiter,avdcol_henry,avd_obstacles_avd_obstacles_ob_0",none,none,,,,,,
