objectives,deploy,return,next_waypoint,behaviour_stage,next_loiter_point,gps_update_received,depth,vehicle_at_surface,periodic_ascend,waypoint_direction,loiter_point_direction,speed,heading,name,ivphelm_bhv_active,what_if,predicted_behaviour,why_not,feature_justification
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point1,in-transit,none,FALSE,very deep,FALSE,FALSE,southwest,none,max speed,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point1,in-transit,none,FALSE,very deep,FALSE,FALSE,southwest,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point5,in-transit,none,FALSE,very deep,FALSE,FALSE,southeast,none,max speed,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point0,advanced,none,FALSE,very deep,FALSE,FALSE,southwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,point1,advanced,none,FALSE,very deep,FALSE,FALSE,southwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,very deep,FALSE,FALSE,none,northwest,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,very deep,FALSE,TRUE,none,northwest,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,very deep,FALSE,TRUE,none,northwest,very fast,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,very deep,FALSE,TRUE,none,northwest,fast,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,very deep,FALSE,TRUE,none,northwest,fast,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,deep,FALSE,TRUE,none,northwest,moderate,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,moderate,FALSE,TRUE,none,northwest,moderate,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,shallow,FALSE,TRUE,none,northwest,moderate,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,shallow,FALSE,FALSE,none,northwest,moderate,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,shallow,TRUE,FALSE,none,northwest,moderate,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,shallow,TRUE,FALSE,none,northwest,low,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,shallow,TRUE,FALSE,none,northwest,idle,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,on surface,TRUE,FALSE,none,northwest,idle,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,TRUE,on surface,TRUE,FALSE,none,northwest,idle,northwest,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,on surface,TRUE,FALSE,none,northwest,idle,northwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,shallow,TRUE,FALSE,none,northwest,moderate,northwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,shallow,FALSE,FALSE,none,northwest,moderate,northwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,shallow,FALSE,FALSE,none,northwest,fast,northwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,moderate,FALSE,FALSE,none,northwest,fast,northwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,deep,FALSE,FALSE,none,northwest,fast,northwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,very deep,FALSE,FALSE,none,southeast,fast,southeast,henry,"maxdepth,loiter,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,very deep,FALSE,TRUE,none,southeast,fast,southeast,henry,"maxdepth,loiter,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,very deep,FALSE,TRUE,none,southeast,fast,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point3,FALSE,very deep,FALSE,TRUE,none,southeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,very deep,FALSE,TRUE,none,southeast,moderate,southeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,very deep,FALSE,TRUE,none,southeast,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point4,FALSE,deep,FALSE,TRUE,none,southeast,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point5,FALSE,deep,FALSE,TRUE,none,northwest,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point5,FALSE,moderate,FALSE,TRUE,none,northwest,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point5,FALSE,shallow,FALSE,TRUE,none,northwest,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,shallow,FALSE,TRUE,none,northwest,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,moderate,FALSE,TRUE,none,northwest,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,shallow,FALSE,FALSE,none,northwest,moderate,northeast,henry,"maxdepth,loiter,bhv_periodic_surface,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point6,FALSE,on surface,FALSE,FALSE,none,northwest,idle,northwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point7,FALSE,shallow,FALSE,FALSE,none,northwest,fast,northwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point7,FALSE,moderate,FALSE,FALSE,none,northwest,fast,northwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,none,none
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",TRUE,FALSE,none,none,point7,FALSE,deep,FALSE,FALSE,none,northwest,fast,northwest,henry,"maxdepth,loiter,bhv_const_depth",none,none,none,none
