objective,deploy,return,obstacle_name,obstacle_proximity,obstacle_resolved,behaviour_stage,next_point,speed,heading,next_point_direction,obstacle_direction,name,ivphelm_bhv_active,representation,user_query,explanation,behaviour_permutation
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_c,very close,False,in-transit,point1,very fast,southeast,southeast,southeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_c","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_c'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle c instead of returning to its starting position?,"Alpha is currently in the process of going to points 0, 1, 2, 3, and 4 before returning to its starting position. However, it detected obstacle C in close proximity and has not resolved it yet. Hence, it is surveying the area while avoiding obstacle C with a southeast heading and moving very fast. If instead it were to return to its starting position, it would neglect the remaining points and prioritize obstacle avoidance.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_c', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_c,very close,False,in-transit,point1,very fast,southeast,southeast,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_c","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_c'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle c instead of returning to its starting position?,"Alpha is currently surveying an area and its next point is point 1. While it is en route to point 1, it encounters obstacle C in the northeast direction with a very close proximity. Instead of returning to its starting position, Alpha modifies its trajectory to avoid obstacle C while continuing its surveying task.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_c', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,nearby,False,in-transit,point1,very fast,southeast,southeast,southwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_c,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'southwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_c,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacles c and e instead of returning to its starting position?,Alpha is currently on a survey mission and is avoiding obstacles C and E along its path. The vessel is moving southeast at a very fast speed. The vehicle is not returning to its starting point because it is still in the process of completing its survey mission and has encountered obstacles along the way.,"Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_c,avoid_obstacle_avoid_obstacle_e', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,very close,False,in-transit,point1,very fast,southeast,southeast,southwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_c,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'southwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_c,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacles c and e instead of returning to its starting position?,"Alpha is currently on its way to point 1 and surveying the area while simultaneously avoiding obstacles c and e. The objective is to reach points 0, 1, 2, 3, 4 before returning to the starting position. In order to accomplish this objective, Alpha needs to continue surveying the area and avoiding the specified obstacles.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_c,avoid_obstacle_avoid_obstacle_e', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,close,False,in-transit,point1,very fast,southeast,southeast,southwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_c,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'southwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_c,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacles c and e instead of returning to its starting position?,"Alpha is currently in the surveying stage and its objective is to reach multiple points before returning to its starting position. However, the presence of obstacles C and E in close proximity requires the vehicle to modify its trajectory and avoid them while continuing its survey. Returning to the starting position would mean abandoning the surveying task without completing it.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_c,avoid_obstacle_avoid_obstacle_e', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_c,nearby,False,in-transit,point1,very fast,southeast,southeast,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_c,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_c,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacles c and e instead of staying idle?,"Alpha is currently in the process of surveying multiple points and is avoiding obstacles C and E while doing so. This behavior allows the vehicle to continue its survey mission while safely navigating around the obstacles. If the vehicle were to stay idle instead, it would not be able to collect any data or complete its survey objective.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_c,avoid_obstacle_avoid_obstacle_e', Modified: 'None'"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_c,close,False,in-transit,point1,very fast,southeast,southeast,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_c,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_c,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacles c and e instead of returning to its starting position?,"The current objective of Alpha is to go to points 0, 1, 2, 3, 4 and then return to its starting position. However, Alpha has encountered obstacles C and E with a close proximity while on its way to point 1. In order to avoid these obstacles, Alpha has modified its trajectory and is currently surveying the area while avoiding obstacles C and E. The reason for this behavior change is to ensure the safety of the vehicle and to successfully complete its objective by avoiding the obstacles.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_c,avoid_obstacle_avoid_obstacle_e', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,nearby,False,in-transit,point1,very fast,southeast,southeast,southwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'southwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle e instead of returning to its starting position?,The current behavior of Alpha is to survey the area and avoid obstacle E with a modified trajectory while moving at a very fast speed in the southeast direction. This behavior ensures that the vehicle continues its surveying task while avoiding the obstacle. Returning to the starting position would require the vehicle to interrupt its surveying task and change its objective.,"Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_e', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,nearby,False,in-transit,point1,very fast,southeast,southwest,southwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southwest', 'obstacle_direction': 'southwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle E instead of simply returning to its starting position?,"Alpha is currently surveying the area and encountered obstacle E. Instead of returning to its starting position, it is avoiding obstacle E by modifying its trajectory. This behavior change allows Alpha to continue surveying the area while avoiding the obstacle.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_e', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,close,False,in-transit,point1,very fast,southeast,southwest,southwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southwest', 'obstacle_direction': 'southwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle e instead of returning to its starting position?,Alpha is currently surveying an area and avoiding obstacle E with a southwest heading and moving very fast. The reason for Alpha to continue surveying instead of returning to its starting position is because obstacle E is in close proximity and needs to be avoided.,"Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_e', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,medium distance,False,in-transit,point1,very fast,southeast,southwest,southwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'medium distance', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southwest', 'obstacle_direction': 'southwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle e instead of returning to its starting position?,"Alpha is currently in the process of surveying an area and has encountered obstacle e. In order to avoid the obstacle and continue its surveying task, it has modified its trajectory and is moving in a southeast direction at a very fast speed. Returning to its starting position would require it to abort its survey and move directly back, which is not the current objective.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_e', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,very close,False,in-transit,point1,very fast,southeast,southwest,southwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southwest', 'obstacle_direction': 'southwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle e instead of returning to its starting position?,"In the current state, Alpha is in the process of surveying an area and is also avoiding obstacle E. It is moving with a southeast heading at a very fast speed. The decision to survey and avoid the obstacle instead of returning to the starting position is based on the objective of the vehicle which is to go to multiple points before returning. ","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_e', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,very close,False,in-transit,point1,very fast,southwest,southwest,southwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'southwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle e instead of returning to its starting position?,"The current objective of Alpha is to survey points 0, 1, 2, 3, and 4 before returning to its starting position. However, obstacle e is detected as being very close and has not been resolved yet. Therefore, Alpha is currently avoiding obstacle e while surveying the area.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_e', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,medium distance,False,in-transit,point1,very fast,southwest,southwest,southwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'medium distance', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'southwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle e instead of returning to its starting position?,"Alpha is currently in the process of surveying an area and has encountered obstacle E, which is in its southwest direction and at a medium distance. To avoid this obstacle, Alpha is surveying the area with a modified trajectory. The decision to avoid the obstacle and continue with the survey instead of returning to the starting position is based on the prioritization of completing the survey objective.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_e', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,very close,False,in-transit,point1,very fast,southwest,southwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_e'}",Why is Alpha surveying an area with a modified trajectory while avoiding obstacle E instead of returning to its starting position?,"Alpha is currently surveying the area and has encountered obstacle E, which is very close. Instead of returning to its starting position, it is choosing to modify its trajectory and avoid the obstacle while continuing its survey. ","
Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_e'
Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,far,False,in-transit,point1,very fast,southwest,southwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle e instead of returning to its starting position?,"Alpha is currently in the process of surveying an area and encountering obstacle E, which is located in the northwest direction. Instead of returning to its starting position, Alpha is modifying its trajectory to avoid obstacle E while continuing its survey. ","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_e', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,close,False,in-transit,point1,very fast,southwest,southwest,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_e","{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_e'}",Why is alpha surveying an area with a modified trajectory while avoiding obstacle e instead of returning to its starting position?,"Alpha is currently in the process of surveying an area and has encountered obstacle E. In order to continue its survey while avoiding the obstacle, it has modified its trajectory. Returning to its starting position would prevent Alpha from completing its objective of surveying the area.","Original: 'Waypt_survey,avoid_obstacle_avoid_obstacle_e', Modified: 'Waypt_return'"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,close,False,in-transit,point1,very fast,southwest,southwest,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, which is to go to points 0, 1, 2, 3, and 4 before returning to its starting position. However, it encountered an obstacle named 'obstacle_e' that is in close proximity to it. Since the obstacle has not been resolved yet, alpha is in the process of surveying the area while avoiding the obstacle. ","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,far,False,in-transit,point1,very fast,southwest,southwest,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 1 with a southwest heading and at a very fast speed. However, there is an obstacle named ""obstacle_e"" in the northwest direction, which is far away. Since the obstacle is not in close proximity, alpha is continuing its surveying behavior instead of returning to its starting point. ","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,none,False,in-transit,point1,very fast,southwest,southwest,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying the area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, which includes reaching points 0, 1, 2, 3, and 4 before returning to its starting position. However, there is an obstacle named 'obstacle_e' present, which has not been resolved yet. The obstacle is not in proximity to the vehicle, but it is in the northwest direction. Therefore, Alpha is surveying the area while avoiding this obstacle instead of immediately returning to its starting point.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,nearby,False,in-transit,point1,very fast,southwest,southwest,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 1 with a southwest heading and at a very fast speed. It is encountering an obstacle named ""obstacle_e"" located nearby in the northwest direction. The obstacle has not been resolved yet, so Alpha is surveying the area while also avoiding the obstacle. To return to its starting point, Alpha should either resolve the obstacle or receive a command from C2.","Original: Waypt_survey,avoid_obstacle_avoid_obstacle_a Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,nearby,False,in-transit,point1,very fast,southwest,southeast,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southeast', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point while avoiding obstacle E?,"Alpha is currently deployed to perform its objective, which is to go to points 0, 1, 2, 3, and 4 before returning to its starting position. However, it has encountered an obstacle named ""obstacle_e"" that is nearby. In order to avoid the obstacle, Alpha is surveying the area while continuing towards point 1. This behavior ensures that Alpha can safely navigate around obstacle E before completing its objective or receiving further instructions.","Original: Waypt_survey,avoid_obstacle_avoid_obstacle_e, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,none,False,in-transit,point1,very fast,southwest,southeast,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southeast', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, which is to go to points 0, 1, 2, 3, and 4 in a specific order before returning to its starting position. However, there is an obstacle named ""obstacle_e"" present. Although the obstacle proximity is currently ""none,"" it has not been resolved yet. As a result, alpha is currently surveying the area while avoiding the obstacle. This behavior allows alpha to continue towards its objective while ensuring its safety.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,nearby,False,in-transit,point1,very fast,southeast,southeast,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed and on its way to point 1 with a southeast heading and at a very fast speed. However, there is an obstacle named obstacle_e nearby in the northwest direction. Therefore, alpha is surveying the area while avoiding the obstacle before returning to its starting point.","Original: Waypt_survey,avoid_obstacle_avoid_obstacle_e, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,none,False,in-transit,point1,very fast,southeast,southeast,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, which is to go to points 0, 1, 2, 3, and 4 before returning to its starting position. However, there is an obstacle named ""obstacle_e"" in the northwest direction. Although the obstacle proximity is currently ""none"", it has not been resolved yet. Therefore, Alpha is surveying the area while avoiding the obstacle.","Original: Waypt_survey, Modified: Waypt_return"
"Go to points 0, 1, 2, 3, 4 and then return to starting position.",True,False,obstacle_e,medium distance,False,in-transit,point1,very fast,southeast,southeast,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_e', 'obstacle_proximity': 'medium distance', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",Why is alpha surveying an area instead of returning to its starting point?,"Alpha is currently deployed to perform its objective, specifically moving towards point 1 with a southeast heading and at a very fast speed. However, there is an obstacle named ""obstacle_e"" in the northwest direction at a medium distance from the vehicle. Since the obstacle has not been resolved yet and it is in close proximity, Alpha is surveying the area while avoiding the obstacle. To return to its starting point, Alpha needs to either resolve the obstacle or receive a command from C2.","Original: Waypt_survey,avoid_obstacle_avoid_obstacle_a. Modified: Waypt_return"
