objective,deploy,return,obstacle_name,obstacle_proximity,obstacle_resolved,behaviour_stage,next_point,speed,heading,next_point_direction,obstacle_direction,name,ivphelm_bhv_active,representation,user_query,explanation
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,nearby,False,in-transit,none,very fast,northwest,none,southeast,alpha,none,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'none', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'none'}",None,None
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,nearby,False,in-transit,pointstart,very fast,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",None,None
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,medium distance,False,in-transit,pointstart,very fast,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'medium distance', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",None,None
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,far,False,in-transit,pointstart,very fast,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",None,None
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,far,False,in-transit,pointstart,max speed,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",None,None
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,none,False,in-transit,pointstart,max speed,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",None,None
"Go to points 0, 1, 2 and then return to starting position.",True,True,obstacle_a,very far,False,in-transit,pointstart,max speed,northwest,northwest,southeast,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'very far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",None,None
"Go to points 0, 1, 2 and then return to starting position.",True,True,none,none,True,in-transit,pointstart,max speed,northwest,northwest,none,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'True', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",None,None
"Go to points 0, 1, 2 and then return to starting position.",True,True,none,none,False,in-transit,pointstart,max speed,northwest,northwest,none,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",None,None
"Go to points 0, 1, 2 and then return to starting position.",True,True,none,none,False,in-transit,pointstart,very fast,northwest,northwest,none,alpha,waypt_return,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",None,None
"Go to points 0, 1, 2 and then return to starting position.",False,False,none,none,False,completed,none,max speed,northwest,none,none,alpha,none,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'False', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'completed', 'next_point': 'none', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'none'}",None,None
"Go to points 0, 1, 2 and then return to starting position.",False,False,none,none,False,completed,none,very fast,northwest,none,none,alpha,none,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'False', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'completed', 'next_point': 'none', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'none'}",None,None
"Go to points 0, 1, 2 and then return to starting position.",False,False,none,none,False,completed,none,fast,northwest,none,none,alpha,none,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'False', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'completed', 'next_point': 'none', 'speed': 'fast', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'none'}",None,None
"Go to points 0, 1, 2 and then return to starting position.",False,False,none,none,False,completed,none,moderate,northwest,none,none,alpha,none,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'False', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'completed', 'next_point': 'none', 'speed': 'moderate', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'none'}",None,None
"Go to points 0, 1, 2 and then return to starting position.",False,False,none,none,False,completed,none,low,northwest,none,none,alpha,none,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'False', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'completed', 'next_point': 'none', 'speed': 'low', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'none'}",None,None
"Go to points 0, 1, 2 and then return to starting position.",False,False,none,none,False,completed,none,idle,northwest,none,none,alpha,none,"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'False', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'completed', 'next_point': 'none', 'speed': 'idle', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'none'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",False,False,none,none,False,none,none,none,none,none,none,alpha,none,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'False', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'none', 'next_point': 'none', 'speed': 'none', 'heading': 'none', 'next_point_direction': 'none', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'none'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",False,False,none,none,False,none,none,idle,south,none,none,alpha,none,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'False', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'none', 'next_point': 'none', 'speed': 'idle', 'heading': 'south', 'next_point_direction': 'none', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'none'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,none,none,False,none,none,idle,south,none,none,alpha,none,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'none', 'next_point': 'none', 'speed': 'idle', 'heading': 'south', 'next_point_direction': 'none', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'none'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,none,none,False,in-transit,none,idle,south,none,none,alpha,none,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'none', 'speed': 'idle', 'heading': 'south', 'next_point_direction': 'none', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'none'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,none,none,False,in-transit,point0,idle,south,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point0', 'speed': 'idle', 'heading': 'south', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,none,none,False,in-transit,point0,low,southeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point0', 'speed': 'low', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,none,none,False,in-transit,point0,moderate,southeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point0', 'speed': 'moderate', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,none,none,False,in-transit,point0,fast,southeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point0', 'speed': 'fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,none,none,False,in-transit,point0,very fast,southeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point0', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,none,none,False,in-transit,point0,max speed,southeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point0', 'speed': 'max speed', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,none,none,False,advanced,point0,max speed,southeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'advanced', 'next_point': 'point0', 'speed': 'max speed', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,none,none,False,advanced,point1,max speed,southeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'advanced', 'next_point': 'point1', 'speed': 'max speed', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,none,none,False,in-transit,point1,max speed,southeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'max speed', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,none,none,False,in-transit,point1,very fast,southeast,southeast,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,none,none,False,in-transit,point1,very fast,southeast,southwest,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southwest', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,none,none,False,in-transit,point1,very fast,southwest,southwest,none,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,obstacle_c,none,False,in-transit,point1,very fast,southwest,southwest,southeast,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,obstacle_c,nearby,False,in-transit,point1,very fast,southwest,southwest,southeast,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,obstacle_c,nearby,False,in-transit,point1,very fast,southwest,southwest,southeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_c","{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_c'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,obstacle_c,nearby,False,in-transit,point1,very fast,southwest,southeast,southeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_c","{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southeast', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_c'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,obstacle_c,close,False,in-transit,point1,very fast,southwest,southeast,southeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_c","{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southeast', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_c'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,obstacle_c,very close,False,in-transit,point1,very fast,southwest,southeast,southeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_c","{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southeast', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_c'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,obstacle_c,very close,False,in-transit,point1,very fast,southeast,southeast,southeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_c","{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_c'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,obstacle_c,very close,False,in-transit,point1,very fast,southeast,southeast,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_c","{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_c'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,obstacle_c,close,False,in-transit,point1,very fast,southeast,southeast,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_c","{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_c'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,obstacle_c,close,False,in-transit,point1,very fast,southeast,southeast,northeast,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,obstacle_c,nearby,False,in-transit,point1,very fast,southeast,southeast,northeast,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,obstacle_c,nearby,False,in-transit,point1,very fast,southeast,south,northeast,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'south', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,obstacle_c,nearby,False,in-transit,point1,very fast,southeast,southwest,northeast,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southwest', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,obstacle_c,medium distance,False,in-transit,point1,very fast,southeast,southwest,northeast,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'medium distance', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'southwest', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,obstacle_c,medium distance,False,in-transit,point1,very fast,southwest,southwest,northeast,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'medium distance', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,obstacle_c,far,False,in-transit,point1,very fast,southwest,southwest,northeast,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'very fast', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
"Go to points 0, 1, 2, 3 and then return to starting position.",True,False,obstacle_c,far,False,in-transit,point1,max speed,southwest,southwest,northeast,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point1', 'speed': 'max speed', 'heading': 'southwest', 'next_point_direction': 'southwest', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",None,None
