objective,deploy,return,obstacle_name,obstacle_proximity,obstacle_resolved,behaviour_stage,next_point,speed,heading,next_point_direction,obstacle_direction,name,ivphelm_bhv_active,representation,user_query,explanation,state_permutation
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,nearby,False,in-transit,point3,max speed,southeast,southeast,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_b","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'max speed', 'heading': 'southeast', 'next_point_direction': 'southeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_b'}",,"1. What if the obstacle_b is resolved and obstacle proximity is still 'nearby'?
Explanation: If obstacle_b is resolved and the obstacle proximity is still 'nearby', then the vehicle would continue surveying the area while avoiding the obstacle_b and moving towards point 3.
State_permutation: obstacle_resolved = 'True', obstacle_proximity = 'nearby'

2. What if the vehicle is at point 2 and deploy is set to False?
Explanation: If the vehicle is at point 2 and deploy is set to False, then the vehicle would be idle with no activated behavior.
State_permutation: next_point = 'point2', deploy = 'False'

3. What if the vehicle is at point 0 and return is set to True?
Explanation: If the vehicle is at point 0 and return is set to True, then the vehicle would be returning to its starting point.
State_permutation: next_point = 'point0', return = 'True'",
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,nearby,False,in-transit,point3,very fast,southeast,east,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_b","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'east', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_b'}",,"Query 1:
What if the deploy flag is set to false?
Explanation: If the deploy flag is set to false, then the vehicle would not be able to carry out any survey or return activities. It would remain idle with no activated behavior.
State permutation: deploy = False

Query 2:
What if the obstacle proximity is very close?
Explanation: If the obstacle proximity is very close, then the vehicle would prioritize avoiding the obstacle over surveying or returning to its starting point. It would adjust its behavior to avoid the obstacle while continuing its survey or return activity.
State permutation: obstacle_proximity = 'very close'

Query 3:
What if the active behavior is changed to ""return_to_start""?
Explanation: If the active behavior is changed to ""return_to_start"", then the vehicle would prioritize returning to its starting point over surveying or avoiding obstacles. It would modify its behavior accordingly and directly head towards its starting position.
State permutation: active_behaviour = 'return_to_start'

Representation: 
{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'east', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_b'}

State permutation 1:
Query 1 explanation: If the deploy flag is set to false, then the vehicle would not be able to carry out any survey or return activities. It would remain idle with no activated behavior.
State permutation: deploy = False

State permutation 2:
Query 2 explanation: If the obstacle proximity is very close, then the vehicle would prioritize avoiding the obstacle over surveying or returning to its starting point. It would adjust its behavior to avoid the obstacle while continuing its survey or return activity.
State permutation: obstacle_proximity = 'very close'

State permutation 3:
Query 3 explanation: If the active behavior is changed to ""return_to_start"", then the vehicle would prioritize returning to its starting point over surveying or avoiding obstacles. It would modify its behavior accordingly and directly head towards its starting position.
State permutation: active_behaviour = 'return_to_start'",
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,nearby,False,in-transit,point3,very fast,southeast,northeast,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_b","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_b'}",,"User query: What if there’s obstacle_a in close proximity which hasn’t been avoided?

Explanation: If there was obstacle_a in close proximity, which hasn't been avoided, then the vehicle would continue moving towards point 3 during its survey while avoiding the obstacle.

State permutation: 
Representation: {'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,close,False,in-transit,point3,very fast,southeast,northeast,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_b","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_b'}",,"1. What if the vehicle is in close proximity to obstacle_b and the obstacle has been resolved?
Explanation: If the vehicle is in close proximity to obstacle_b and the obstacle has been resolved, then the vehicle would continue moving towards point 3 during its survey while no longer avoiding the obstacle.
State_permutation: obstacle_name = 'obstacle_b', 'obstacle_proximity': 'close', obstacle_resolved = ‘True’

2. What if the vehicle is not deploying and is returning to its starting point?
Explanation: If the vehicle is not deploying and is returning to its starting point, then the vehicle would be idle with no activated behavior.
State_permutation: deploy = 'False', return = 'True'

3. What if the vehicle is deploying, not returning, and there is no obstacle present?
Explanation: If the vehicle is deploying, not returning, and there is no obstacle present, then the vehicle would be surveying the area without avoiding any obstacles.
State_permutation: deploy = 'True', return = 'False', obstacle_name = 'none', obstacle_proximity = 'none'",
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,very close,False,in-transit,point3,very fast,southeast,northeast,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_b","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'southeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_b'}",,"1. What if the vehicle deploys but doesn't return, and there is an obstacle_c in nearby proximity that hasn't been resolved?
Explanation: If there was an obstacle_c in nearby proximity that hasn't been resolved, the vehicle would continue surveying the area while avoiding the obstacle. 
State permutation: obstacle_name = 'obstacle_c', obstacle_proximity = 'nearby', obstacle_resolved = 'False'

2. What if the vehicle deploys but doesn't return, and there is no obstacle present?
Explanation: If there is no obstacle present, the vehicle would continue surveying the area without any obstacles to avoid.
State permutation: obstacle_name = 'none', obstacle_proximity = 'none', obstacle_resolved = 'False'

3. What if the vehicle deploys and returns, and there is an obstacle_d in very close proximity that hasn't been resolved?
Explanation: If there was an obstacle_d in very close proximity that hasn't been resolved, the vehicle would continue returning to its starting point while avoiding the obstacle.
State permutation: obstacle_name = 'obstacle_d', obstacle_proximity = 'very close', obstacle_resolved = 'False'",
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,very close,False,in-transit,point3,very fast,northeast,northeast,northeast,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_b","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_b'}",,"1. What if the deploy value is false and the return value is false?
Explanation: If the deploy value is false and the return value is false, then the vehicle would be idle with no activated behaviour.
State permutation: deploy = false, return = false

2. What if the deploy value is true and the return value is true?
Explanation: If the deploy value is true and the return value is true, then the vehicle would be returning to its starting point.
State permutation: deploy = true, return = true

3. What if the active_behaviour is 'waypt_survey,avoid_obstacle_avoid_obstacle_b'?
Explanation: If the active_behaviour is 'waypt_survey,avoid_obstacle_avoid_obstacle_b', then the vehicle would be surveying the area while avoiding obstacle_b.
State permutation: active_behaviour = 'waypt_survey,avoid_obstacle_avoid_obstacle_b'

Representation:
{
  'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.',
  'deploy': 'True',
  'return': 'False',
  'obstacle_name': 'obstacle_b',
  'obstacle_proximity': 'very close',
  'obstacle_resolved': 'False',
  'behaviour_stage': 'in-transit',
  'next_point': 'point3',
  'speed': 'very fast',
  'heading': 'northeast',
  'next_point_direction': 'northeast',
  'obstacle_direction': 'northeast',
  'name': 'alpha',
  'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_b'
}",
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,very close,False,in-transit,point3,very fast,northeast,northeast,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_b","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_b'}",,"1. What if the obstacle proximity is ""close"" instead of ""very close"" and the obstacle has not been resolved?
Explanation: If the obstacle proximity is ""close"" instead of ""very close"" and the obstacle has not been resolved, then the vehicle would still continue moving towards point 3 during its survey while avoiding the obstacle, but with a slightly larger distance from the obstacle.
State_permutation: obstacle_name = 'obstacle_b', obstacle_proximity = 'close', obstacle_resolved = 'False'

2. What if the vehicle is in the return stage instead of the survey stage?
Explanation: If the vehicle is in the return stage instead of the survey stage, then the vehicle would be moving towards its starting point instead of continuing to survey the area.
State_permutation: behaviour_stage = 'return'

3. What if the obstacle has been resolved?
Explanation: If the obstacle has been resolved, then the vehicle would no longer need to avoid the obstacle and can continue its survey or return without any obstacle avoidance behavior.
State_permutation: obstacle_resolved = 'True'",
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,close,False,in-transit,point3,very fast,northeast,northeast,northwest,alpha,"waypt_survey,avoid_obstacle_avoid_obstacle_b","{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_b'}",,"1. What if the obstacle_b is resolved and the vehicle is no longer avoiding it?
Explanation: If obstacle_b is resolved, then the vehicle would continue its survey towards point 3 without avoiding the obstacle.
State_permutation: obstacle_resolved = 'True'

2. What if the vehicle is now returning to its starting point?
Explanation: If return is true, then the vehicle would change its behavior to returning to its starting point instead of continuing the survey.
State_permutation: return = 'True'

3. What if the vehicle is no longer deploying?
Explanation: If deploy is false, then the vehicle would not be surveying the area and would be idle with no activated behavior.
State_permutation: deploy = 'False'",
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,close,False,in-transit,point3,very fast,northeast,northeast,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"1. What if the vehicle is surveying an area and encounters obstacle_c in very close proximity which hasn't been resolved?
Explanation: If the vehicle encounters obstacle_c in very close proximity, while surveying, it would change its course to avoid the obstacle and continue with the survey.
State permutation: obstacle_name = 'obstacle_c', obstacle_proximity = 'very close', obstacle_resolved = False

2. What if the vehicle is returning to its starting point and encounters obstacle_d in nearby proximity which hasn't been resolved?
Explanation: If the vehicle encounters obstacle_d in nearby proximity while returning to its starting point, it would alter its path to avoid the obstacle and continue returning to the starting point.
State permutation: obstacle_name = 'obstacle_d', obstacle_proximity = 'nearby', obstacle_resolved = False

3. What if the vehicle is surveying an area, encounters obstacle_e in close proximity which hasn't been resolved, and has its speed set to slow?
Explanation: If the vehicle is surveying an area, encounters obstacle_e in close proximity, and has its speed set to slow, it would reduce its speed further to safely navigate around the obstacle while continuing the survey.
State permutation: obstacle_name = 'obstacle_e', obstacle_proximity = 'close', obstacle_resolved = False, speed = 'slow'",
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,close,False,advanced,point3,very fast,northeast,northeast,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'advanced', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"1. What if the vehicle has already resolved obstacle_b before reaching point 3?
Explanation: If the vehicle has already resolved obstacle_b before reaching point 3, then it would continue surveying the area without avoiding the obstacle.
State permutation: obstacle_resolved = 'True'

2. What if the vehicle is in the initial stage and the obstacle_proximity is set to 'nearby' instead of 'close'?
Explanation: If the vehicle is in the initial stage and the obstacle_proximity is set to 'nearby', then the vehicle would survey the area while avoiding the obstacle instead of returning to its starting point.
State permutation: obstacle_proximity = 'nearby', behaviour_stage = 'initial', active_behaviour = 'waypt_survey'

3. What if the vehicle is not deploying and the obstacle_direction is set to 'east' instead of 'northwest'?
Explanation: If the vehicle is not deploying and the obstacle_direction is set to 'east', then the vehicle would remain idle with no activated behavior instead of surveying the area or returning to its starting point.
State permutation: deploy = 'False', obstacle_direction = 'east'",
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,close,False,advanced,point4,very fast,northeast,northeast,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'advanced', 'next_point': 'point4', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"1. What if the vehicle has already resolved obstacle_b and there is a new obstacle_c in close proximity? 
Explanation: If there was a new obstacle_c in close proximity, the vehicle would continue surveying the area while avoiding the new obstacle_c, as it has already resolved obstacle_b.
State_permutation: obstacle_name = 'obstacle_c', obstacle_proximity = 'close', obstacle_resolved = 'False'

2. What if the vehicle is currently in the process of returning to its starting point and there is an obstacle_a in nearby proximity which hasn't been resolved? 
Explanation: If there was an obstacle_a in nearby proximity, the vehicle would deviate from its return path and start surveying again while avoiding the obstacle_a.
State_permutation: deploy = 'True', return = 'True', obstacle_name = 'obstacle_a', obstacle_proximity = 'nearby', obstacle_resolved = 'False'

3. What if the vehicle is currently idle and there is an obstacle_b in very close proximity which hasn't been resolved? 
Explanation: If there was an obstacle_b in very close proximity, the vehicle would start surveying the area while avoiding the obstacle_b.
State_permutation: deploy = 'True', return = 'False', obstacle_name = 'obstacle_b', obstacle_proximity = 'very close', obstacle_resolved = 'False'",
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,close,False,in-transit,point4,very fast,northeast,northeast,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point4', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"1. What if the deploy value is changed to false?
Explanation: If the deploy value is set to false, then the vehicle will not be surveying any area and will remain idle with no activated behavior.
State_permutation: deploy = False

2. What if the obstacle proximity is changed to ""very close""?
Explanation: If the obstacle proximity is ""very close"", then the vehicle will be surveying the area while avoiding the obstacle and maintaining a very cautious distance.
State_permutation: obstacle_proximity = 'very close'

3. What if the active behavior is changed to ""returning""?
Explanation: If the active behavior is set to ""returning"", then the vehicle will be returning to its starting point rather than surveying the area.
State_permutation: active_behaviour = 'returning'

Representation:
{
  'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.',
  'deploy': 'True',
  'return': 'False',
  'obstacle_name': none,
  'obstacle_proximity': 'none',
  'obstacle_resolved': 'False',
  'behaviour_stage': 'in-transit',
  'next_point': 'point3',
  'speed': 'very fast',
  'heading': 'northwest',
  'next_point_direction': 'northwest',
  'obstacle_direction': 'northwest',
  'name': 'alpha',
  'active_behaviour': 'waypt_survey'
}

User query: What if there's obstacle_a in close proximity which hasn't been avoided?
Explanation: If there was obstacle_a in close proximity, then the vehicle would continue moving towards point 3 during its survey while avoiding the obstacle.
State_permutation: obstacle_name = 'obstacle_a', obstacle_proximity = 'close', obstacle_resolved = 'False'

Representation:
{
  'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.',
  'deploy': 'True',
  'return': 'False',
  'obstacle_name': 'obstacle_b',
  'obstacle_proximity': 'close',
  'obstacle_resolved': 'False',
  'behaviour_stage': 'in-transit',
  'next_point': 'point4',
  'speed': 'very fast',
  'heading': 'northeast',
  'next_point_direction': 'northeast',
  'obstacle_direction': 'northwest',
  'name': 'alpha',
  'active_behaviour': 'waypt_survey'
}

User query: What if the speed is changed to ""medium""?
Explanation: If the speed is set to ""medium"", the vehicle's speed during the survey will be slower compared to ""very fast"".
State_permutation: speed = 'medium'

User query: What if the next point direction is changed to ""north""?
Explanation: If the next point direction is set to ""north"", the vehicle will change its heading to move towards the north during the survey.
State_permutation: next_point_direction = 'north'",
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,nearby,False,in-transit,point4,very fast,northeast,northeast,northwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point4', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"1. User query: What if the vehicle has already resolved obstacle_b before reaching point 4?
   Explanation: If the vehicle had already resolved obstacle_b before reaching point 4, then it would continue moving towards point 4 during its survey without having to avoid the obstacle.
   State permutation: obstacle_name = 'obstacle_b', obstacle_proximity = 'nearby', obstacle_resolved = 'True'

2. User query: What if the vehicle is currently in the return stage but obstacle_b is still unresolved and in close proximity?
   Explanation: If the vehicle is currently in the return stage but obstacle_b is still unresolved and in close proximity, then the vehicle would change its behavior to continue avoiding the obstacle while returning to its starting point.
   State permutation: return = 'True', obstacle_name = 'obstacle_b', obstacle_proximity = 'close', obstacle_resolved = 'False', active_behaviour = 'obstacle_avoidance_return'

3. User query: What if the vehicle's objective is to go to points 0, 1, 2, 3, 4, 5, and then return to starting position, but deploy and return are both false?
   Explanation: If the vehicle's objective is to go to points 0, 1, 2, 3, 4, 5, and then return to starting position, but deploy and return are both false, then the vehicle would be in an idle state with no activated behavior.
   State permutation: deploy = 'False', return = 'False', active_behaviour = 'none'",
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,nearby,False,in-transit,point4,very fast,northeast,northeast,southwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point4', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'southwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"Query 1: What if the deploy and return values are both true?

Explanation: If the deploy and return values are both true, then the vehicle would be returning to its starting point while avoiding an obstacle.

State permutation: deploy = True, return = True

Query 2: What if the obstacle proximity has a value of ""none""?

Explanation: If the obstacle proximity has a value of ""none"", then there would be no obstacle in close proximity and the vehicle would continue surveying the area.

State permutation: obstacle_proximity = 'none'

Query 3: What if the vehicle is not in transit?

Explanation: If the vehicle is not in transit, then it is not currently moving towards any point and might be in a different behaviour stage or idle.

State permutation: behaviour_stage = 'not in transit'",
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,medium distance,False,in-transit,point4,very fast,northeast,northeast,southwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'medium distance', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point4', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'southwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"1. What if there’s obstacle_a in very close proximity which hasn’t been avoided?
Explanation: If there was obstacle_a in very close proximity, then the vehicle would immediately stop its surveying behavior and start avoiding the obstacle while ensuring the obstacle is resolved. 
State_permutation: obstacle_name = 'obstacle_a', 'obstacle_proximity': 'very close', obstacle_resolved = ‘False’

2. What if there’s no obstacle but the vehicle is already avoiding an obstacle?
Explanation: If there is no obstacle present but the vehicle is already avoiding an obstacle, then the vehicle would continue to survey the area while keeping the avoided obstacle in mind and maintaining a safe distance from it.
State_permutation: obstacle_name = 'none', 'obstacle_proximity': 'none', obstacle_resolved = ‘True’

3. What if the vehicle has already reached its starting point but there’s an obstacle_b in medium distance proximity?
Explanation: If the vehicle has already reached its starting point but there's an obstacle_b in medium distance proximity, then the vehicle would change its behavior from returning to surveying and start avoiding the obstacle while ensuring the obstacle is resolved.
State_permutation: obstacle_name = 'obstacle_b', 'obstacle_proximity': 'medium distance', obstacle_resolved = ‘False’",
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,far,False,in-transit,point4,very fast,northeast,northeast,southwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point4', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'southwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"User query: What if there’s obstacle_a in close proximity which hasn’t been avoided?
Explanation: If there was obstacle_a in close proximity, then the vehicle would continue moving towards point 3 during its survey while avoiding the obstacle.
State permutation: {'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'} 

Another example:
User query: What if the vehicle has completed the survey and the obstacle has been resolved?
Explanation: If the vehicle has completed the survey and the obstacle has been resolved, then the vehicle would begin returning to its starting point without avoiding the obstacle.
State permutation: {'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'True', 'behaviour_stage': 'returning', 'next_point': 'starting_position', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'return_to_start'}

One more example:
User query: What if the vehicle is not deployed and there is an obstacle in nearby proximity?
Explanation: If the vehicle is not deployed and there is an obstacle in nearby proximity, then the vehicle would remain idle with no activated behaviour.
State permutation: {'objective': 'None', 'deploy': 'False', 'return': 'False', 'obstacle_name': 'obstacle_c', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'idle', 'next_point': 'none', 'speed': 'none', 'heading': 'none', 'next_point_direction': 'none', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'none'}",
"Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.",True,False,obstacle_b,far,False,in-transit,point4,max speed,northeast,northeast,southwest,alpha,waypt_survey,"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_b', 'obstacle_proximity': 'far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point4', 'speed': 'max speed', 'heading': 'northeast', 'next_point_direction': 'northeast', 'obstacle_direction': 'southwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",,"1. User query: What if there’s obstacle_a in very close proximity which hasn’t been avoided?
   Explanation: If there was obstacle_a in very close proximity, then the vehicle would immediately stop surveying and start avoiding the obstacle in order to ensure its safety.
   State permutation: obstacle_name = 'obstacle_a', 'obstacle_proximity': 'very close', obstacle_resolved = ‘False’

2. User query: What if deploy is false and return is true?
   Explanation: If deploy is false and return is true, then the vehicle would stop surveying the area and start returning to its starting point.
   State permutation: deploy = 'False', return = 'True'

3. User query: What if the objective changes to 'Go to points 0, 1, 2, 3 and then perform a specific task'?
   Explanation: If the objective changes to 'Go to points 0, 1, 2, 3 and then perform a specific task', then the vehicle would perform the specific task after reaching point 3 instead of returning to its starting point.
   State permutation: objective = 'Go to points 0, 1, 2, 3 and then perform a specific task'",
