objective,deploy,return,station_keep,next_loiter_point,obstacle_name,obstacle_proximity,contact_range,contact_resolved,collision_avoidance_mode,speed,heading,loiter_point_direction,new_loiter_area,obstacle_direction,name,ivphelm_bhv_active,representation,user_query,explanation
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,nearby,close,FALSE,none,fast,northeast,northeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'nearby', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,nearby,close,FALSE,none,fast,northeast,northeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'nearby', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_3,avd_obstacles_avd_obstacles_ob_0'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,far,close,FALSE,none,fast,northeast,northeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_3,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'far', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_3,avd_obstacles_avd_obstacles_ob_0'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,close,close,FALSE,none,fast,northeast,northeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'close', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_2,far,close,FALSE,none,fast,northeast,northeast,False,northwest,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0,avd_obstacles_avd_obstacles_ob_2","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'far', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0,avd_obstacles_avd_obstacles_ob_2'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_2,close,close,FALSE,none,fast,northeast,northeast,False,northwest,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0,avd_obstacles_avd_obstacles_ob_2","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'close', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0,avd_obstacles_avd_obstacles_ob_2'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_2,far,nearby,FALSE,none,fast,northeast,northeast,False,northwest,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0,avd_obstacles_avd_obstacles_ob_2","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'far', 'contact_range': 'nearby', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0,avd_obstacles_avd_obstacles_ob_2'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_2,close,nearby,FALSE,none,fast,northeast,northeast,False,northwest,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0,avd_obstacles_avd_obstacles_ob_2","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'close', 'contact_range': 'nearby', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0,avd_obstacles_avd_obstacles_ob_2'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_2,very far,far,FALSE,none,fast,northeast,northeast,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point5,obstacle_2,very far,far,FALSE,none,fast,northeast,northeast,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point5', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point6,obstacle_2,very far,far,FALSE,none,fast,northeast,northeast,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point6', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point6,obstacle_2,very far,very far,FALSE,none,fast,northeast,northeast,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point6', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'very far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_2,very far,very far,FALSE,none,fast,northeast,northwest,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'very far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_2,very far,very far,FALSE,none,fast,northwest,northwest,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'very far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point0,obstacle_2,very far,very far,FALSE,none,fast,northwest,northwest,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point0', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'very far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point0,obstacle_2,very far,far,FALSE,none,fast,northwest,northwest,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point0', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point1,obstacle_2,very far,far,FALSE,none,fast,northwest,southwest,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point1', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point1,obstacle_2,very far,far,FALSE,none,fast,southwest,southwest,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point1', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southwest', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point2,obstacle_2,very far,far,FALSE,none,fast,southwest,southwest,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point2', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southwest', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point2,obstacle_2,very far,far,FALSE,none,fast,southwest,southwest,True,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point2', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southwest', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'True', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point0,obstacle_2,very far,far,FALSE,none,fast,southwest,southwest,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point0', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southwest', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point0,obstacle_2,very far,far,FALSE,none,fast,southwest,southwest,True,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point0', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southwest', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'True', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point3,obstacle_2,very far,far,FALSE,none,fast,southwest,southeast,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point3', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southwest', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point3,obstacle_2,very far,far,FALSE,none,moderate,southwest,southeast,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point3', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'moderate', 'heading': 'southwest', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point3,obstacle_2,very far,far,FALSE,none,fast,southeast,southeast,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point3', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_2,very far,far,FALSE,none,fast,southeast,southeast,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_2,very far,far,FALSE,none,fast,southeast,southeast,True,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'True', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_2,very far,far,FALSE,none,fast,southeast,northwest,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_2,very far,far,FALSE,none,moderate,southeast,northwest,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'moderate', 'heading': 'southeast', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_2,very far,far,FALSE,none,moderate,southwest,northwest,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'moderate', 'heading': 'southwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_2,very far,far,FALSE,none,fast,southwest,northwest,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_2,very far,far,FALSE,none,fast,northwest,northwest,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_2,very far,nearby,FALSE,none,fast,northwest,northwest,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'nearby', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,None
