objective,deploy,return,station_keep,next_loiter_point,obstacle_name,obstacle_proximity,contact_range,contact_resolved,collision_avoidance_mode,speed,heading,loiter_point_direction,new_loiter_area,obstacle_direction,name,ivphelm_bhv_active,representation,user_query,explanation,behaviour_permutation
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,very far,close,FALSE,none,fast,northeast,southeast,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",None,"User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?  

Explanation: Gilda is still loitering fast towards point 4 with a southeast heading, and has not been asked to return to its starting point yet. Additionally, there is a detected obstacle named obstacle_0 in the vessel's environment, but it is very far away.",
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,very far,close,FALSE,none,fast,northeast,southeast,False,northeast,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Loiter,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is currently loitering fast towards point 4 with a southeast heading, and there is an obstacle present in its environment named ""obstacle_0"". The obstacle is currently in close proximity to Gilda. The current behavior of Gilda is to avoid obstacles while loitering. Therefore, Gilda is already exhibiting the behavior of avoiding the obstacle while loitering.","behaviour_permutation: Original: Loiter, Modified: 'Loiter,avd_obstacles_avd_obstacles_ob_0'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,far,close,FALSE,none,fast,northeast,southeast,False,northeast,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'far', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Loiter,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is currently loitering fast towards point 4 with a southeast heading, and there is an obstacle named ""obstacle_0"" in the vessel's environment. The proximity of the obstacle is considered ""far"", and there is also another vessel nearby with a contact range considered ""close"". The obstacle and vessel are being avoided according to the current behavior. Therefore, it would not be appropriate to switch to the behavior ""Loiter,avd_obstacles_avd_obstacles_ob_0"" at the moment.","behaviour_permutation: Original: Loiter, Modified: 'Loiter,avd_obstacles_avd_obstacles_ob_0'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,far,close,FALSE,none,fast,northeast,southeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'far', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}","User query: Why not Loiter,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: The behavior Loiter,avd_obstacles_avd_obstacles_ob_0 is specifically designed for the situation where Gilda needs to loiter while avoiding obstacle 0. In this representation, the obstacle proximity is stated as 'far', indicating that obstacle 0 is not in close proximity to Gilda. Therefore, there is no need for Gilda to perform obstacle avoidance while loitering. ","Behavior permutation: Original: 'Loiter,avd_obstacles_avd_obstacles_ob_0', Modified: 'Loiter'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,nearby,close,FALSE,none,fast,northeast,southeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'nearby', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}","User query: Why not Loiter,avdcol_henry instead of Loiter,avd_obstacles_avd_obstacles_ob_0?","Explanation: The behavior Loiter,avdcol_henry includes not only avoiding obstacles but also avoiding collision with another vessel named Henry. However, in the current state where there is no mention of any other vessel or contact range being close, it is not necessary for Gilda to exhibit the behavior of avoiding collision with Henry.","Behaviour permutation: Original: 'Loiter,avd_obstacles_avd_obstacles_ob_0', Modified: 'Loiter,avdcol_henry'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,nearby,close,FALSE,none,fast,southeast,southeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'nearby', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}","User query: Why not Loiter instead of Loiter,avd_obstacles_avd_obstacles_ob_0?","Explanation: To just loiter without any obstacle avoidance, Gilda would need to have more distance from obstacle 0 or no spotted obstacles at all.","Behaviour permutation: Original: 'Loiter,avd_obstacles_avd_obstacles_ob_0', Modified: 'Loiter'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,close,close,FALSE,none,fast,southeast,southeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'close', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}","User query: Why not Loiter instead of Loiter,avd_obstacles_avd_obstacles_ob_0?  ","Explanation: To just loiter without any obstacle avoidance, Gilda would need to have no spotted obstacles at all and be in a close range to another vessel.","behaviour_permutation: Original: 'loiter,avd_obstacles_avd_obstacles_ob_0', Modified: 'Loiter'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,close,nearby,FALSE,none,fast,southeast,southeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'close', 'contact_range': 'nearby', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}","User query: Why not Station-keep instead of Loiter,avd_obstacles_avd_obstacles_ob_0?","Explanation: Station-keeping would keep Gilda in place until further notice, which is not the desired behavior of avoiding obstacles and collision with other vessels. Station-keeping in this situation would not address the need to actively avoid obstacles and maintain a safe distance from other vessels.","Behaviour permutation: 
Original: 'Loiter,avd_obstacles_avd_obstacles_ob_0'
Modified: 'Station-keep'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,close,nearby,FALSE,none,fast,northeast,southeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'close', 'contact_range': 'nearby', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}","User query: Why not use the behavior Loiter instead of Loiter,avd_obstacles_avd_obstacles_ob_0?","Explanation: The behavior Loiter,avd_obstacles_avd_obstacles_ob_0 includes obstacle avoidance capability, which allows Gilda to navigate around obstacle 0 while loitering. If we were to use the behavior Loiter instead, Gilda would not be able to avoid the nearby obstacle, which may result in a collision or deviation from the desired trajectory.","Behavior permutation: 
Original: 'Loiter,avd_obstacles_avd_obstacles_ob_0'
Modified: 'Loiter'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,nearby,nearby,FALSE,none,fast,northeast,southeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'nearby', 'contact_range': 'nearby', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}","User query: Why not Loiter instead of Loiter,avd_obstacles_avd_obstacles_ob_0?","Explanation: To just loiter without any obstacle avoidance, Gilda would need to have more distance from obstacle 0 or no spotted obstacles at all.","Behaviour permutation: Original: 'Loiter,avd_obstacles_avd_obstacles_ob_0', Modified: 'Loiter'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,nearby,far,FALSE,none,fast,northeast,southeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'nearby', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}","User query: Why not Loiter instead of Loiter,avd_obstacles_avd_obstacles_ob_0?  ","Explanation: To just loiter without any obstacle avoidance, Gilda would need to have more distance from obstacle 0 or no spotted obstacles at all.","Behaviour permutation: Original: 'Loiter,avd_obstacles_avd_obstacles_ob_0', Modified: 'Loiter'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,far,far,FALSE,none,fast,northeast,southeast,False,northeast,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}","User query: Why not Loiter instead of Loiter,avd_obstacles_avd_obstacles_ob_0?","Explanation: Gilda is currently instructed to loiter while avoiding obstacle 0. If obstacle 0 is far away, there is no need for Gilda to perform obstacle avoidance. Therefore, Gilda can simply loiter without considering the presence or avoidance of any obstacles.","Behaviour permutation: Original: 'Loiter,avd_obstacles_avd_obstacles_ob_0', Modified: 'Loiter'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,far,far,FALSE,none,fast,northeast,southeast,False,northeast,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Loiter,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: In the given representation, Gilda is already loitering towards point 4 with a northeast heading while avoiding obstacle_0, which is placed in the northeast direction. Therefore, there is no need for Gilda to change its behavior to Loiter,avd_obstacles_avd_obstacles_ob_0 since it is already avoiding the obstacle as per its current behavior.","Behavior permutation: Original: Loiter, Modified: None"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,obstacle_0,very far,far,FALSE,none,fast,northeast,southeast,False,northeast,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Loiter,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: In the current state, Gilda is already loitering towards point 4 with a southeast heading and is actively avoiding obstacle_0, which is located in the northeast direction. The vessel is maintaining a fast speed and there is no imminent contact with any other vessel. Therefore, there is no immediate need to change the behavior to Loiter,avd_obstacles_avd_obstacles_ob_0.","Behaviour permutation: Original: Loiter Modified: Loiter,avd_obstacles_avd_obstacles_ob_0"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point5,obstacle_0,very far,far,FALSE,none,fast,northeast,northeast,False,northeast,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point5', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is still loitering fast towards point 5 with a northeast heading, and has not been asked to return to its starting point yet. Additionally, there is a detected obstacle named 'obstacle_0' in the vessel's environment, but it is in a very far proximity. There is also no other vessel in close contact range.","Behaviour permutation: Original: Loiter, Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_0'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point5,obstacle_0,very far,very far,FALSE,none,fast,northeast,northeast,False,northeast,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point5', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'very far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is still loitering fast towards point 5 with a northwest heading, and has not received the command to return to its starting point. However, there is an obstacle present in the vessel's environment (obstacle_0) located in the northeast direction, although it is very far away. The active behavior of avoiding obstacles is already being exhibited by Gilda's current behavior. ",Behaviour permutation: No modification needed.
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point6,obstacle_0,very far,very far,FALSE,none,fast,northeast,northeast,False,northeast,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point6', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'very far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is still loitering fast towards point 6 with a northeast heading, and has not been asked to return to its starting point yet. Additionally, there is a detected obstacle, obstacle_0, in the vessel's environment. However, the obstacle is very far away and there is no need for the vessel to change its behavior and return to its starting point at this time.","Behaviour permutation: Original: Loiter, Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_0'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_0,very far,very far,FALSE,none,fast,northeast,northwest,False,northeast,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'very far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is still loitering fast towards point 7 with a northwest heading and has not been asked to return to its starting point yet. Additionally, there is a detected obstacle named ""Obstacle 0"" in the vessel's environment, but it is currently very far away. ","Behaviour permutation: Original: Loiter, Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_0'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_0,very far,very far,FALSE,none,fast,northwest,northwest,False,northeast,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'very far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is still loitering fast towards point 7 with a northwest heading, and has not been asked to return to its starting point yet. Additionally, the vessel has detected an obstacle named ""obstacle_0"" in its environment, but the obstacle is currently very far away. Thus, there is no immediate need for Gilda to return to its starting point and avoid the obstacle.","Behaviour permutation: Original: Loiter, Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_0'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point0,obstacle_0,very far,very far,FALSE,none,fast,northwest,northwest,False,northeast,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point0', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'very far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Return instead of Loiter,avd_obstacles_avd_obstacles_ob_0?","Explanation: In this scenario, Gilda is still loitering fast towards point 0 with a northwest heading, and there is a detected obstacle (obstacle_0) in the vessel's environment. However, the vessel is currently very far away from the obstacle and there is no need for collision avoidance. Therefore, it would be more efficient for Gilda to return to its starting point instead of continuing to loiter.","Behaviour permutation: Original: Loiter,avd_obstacles_avd_obstacles_ob_0, Modified: Return"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point0,obstacle_0,very far,very far,FALSE,none,fast,northwest,northwest,True,northeast,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point0', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'very far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'True', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not loiter,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is currently loitering fast towards point 0 with a northwest heading while avoiding obstacles and collision with other vessels. The vessel is already exhibiting the behavior of avoiding obstacle_0. Therefore, there is no need to switch to the specific behavior loiter,avd_obstacles_avd_obstacles_ob_0.","Behaviour permutation: Original: Loiter, Modified: None"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point0,obstacle_0,very far,very far,FALSE,none,fast,southwest,northwest,False,northeast,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point0', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'very far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter'}","User query: Why not Waypt_return,avd_obstacles_avd_obstacles_ob_0 instead of Loiter?","Explanation: Gilda is currently loitering with a fast speed towards point 0, following a northwest heading. The vessel has not been instructed to return to its starting point yet. Moreover, there is a detected obstacle, obstacle_0, in the northeast direction, but it is very far from the vessel. Additionally, there is no other vessel in close proximity to Gilda.","Behaviour permutation: Original: Loiter, Modified: 'Waypt_return,avd_obstacles_avd_obstacles_ob_0'"
