objective,deploy,return,station_keep,next_loiter_point,obstacle_name,obstacle_proximity,contact_range,contact_resolved,collision_avoidance_mode,speed,heading,loiter_point_direction,new_loiter_area,obstacle_direction,name,ivphelm_bhv_active,representation,user_query,explanation,state_permutation
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,True,False,none,obstacle_0,far,far,FALSE,none,fast,northeast,none,False,northeast,gilda,"waypt_return,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'True', 'station_keep': 'False', 'next_loiter_point': 'none', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'none', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'waypt_return,avd_obstacles_avd_obstacles_ob_0'}",What if Gilda changes its heading to northwest?,"If Gilda changes its heading to northwest, it would alter its direction of movement. It would still be loitering while avoiding obstacle 0, but it would be moving towards the northwest instead of the northeast.",'heading': 'northwest'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,True,False,none,obstacle_0,far,far,FALSE,none,fast,northeast,none,False,northeast,gilda,waypt_return,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'True', 'station_keep': 'False', 'next_loiter_point': 'none', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'none', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'waypt_return'}",What if the obstacle proximity changes to 'close'?,"If the obstacle proximity changes to 'close', Gilda would be loitering while avoiding the obstacle, as indicated by the condition ""deploy is True, next_loiter_point is not 'none', and obstacle_proximity is 'nearby' or 'close' or 'very_close'"".",obstacle_proximity: 'close'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,none,none,far,FALSE,none,moderate,northwest,northwest,False,none,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'moderate', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'none', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if a collision was detected?,"In this scenario, Gilda would immediately activate its collision avoidance mode in order to avoid the collision with the other vessel. The vehicle would modify its trajectory and speed according to the collision avoidance algorithm to ensure that a collision is avoided.",'contact_resolved': 'TRUE'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,none,none,far,FALSE,none,fast,northwest,northwest,True,none,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'True', 'obstacle_direction': 'none', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if the obstacle proximity changed to close?,"If the obstacle proximity changed to close, Gilda would continue loitering around point 7, but would also actively avoid the obstacle that is now close to its position. It would adjust its trajectory and speed to maintain a safe distance from the obstacle.",'obstacle_proximity': 'close'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,none,none,far,FALSE,none,fast,northwest,northeast,False,none,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'none', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if the vessel was instructed to return to its starting point?,"If the vessel was instructed to return to its starting point, it would change its behavior from loitering to returning to its starting point. This means the vessel would stop loitering and start heading back to where it initially started.",'return': 'True'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,none,none,far,FALSE,none,moderate,northwest,northeast,False,none,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'moderate', 'heading': 'northwest', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'none', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if the next loiter point was 'point6'?,"If the next loiter point is 'point6', Gilda would change its active behavior to loitering at that point instead of the current next loiter point, 'point4'. ",'next_loiter_point': 'point6'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,none,none,far,FALSE,none,fast,northeast,northeast,False,none,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'none', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if the obstacle proximity changed to 'nearby'?,"If the obstacle proximity changed to 'nearby', Gilda would continue to loiter towards point 4, but it would also start avoiding the obstacle that is nearby. It would adjust its trajectory and speed to avoid a potential collision with the obstacle.",'obstacle_proximity': 'nearby'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,none,none,far,FALSE,none,fast,southeast,northeast,False,none,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'none', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if the vehicle was in a loitering state and an obstacle was nearby?,Gilda would continue loitering at point 4 but would also make efforts to avoid the nearby obstacle. The vehicle would adjust its trajectory and speed to prevent any collision with the obstacle.,"'active_behaviour': 'loiter', 'obstacle_proximity': 'nearby'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point5,none,none,far,FALSE,none,fast,southeast,northeast,False,none,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point5', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'none', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if the next loiter point was 'point2'?,"If the next loiter point was 'point2', Gilda would change its trajectory and start loitering towards that point instead of 'point5'. ",'next_loiter_point': 'point2'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point3,none,none,far,FALSE,none,fast,southwest,southeast,False,none,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point3', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southwest', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'none', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if the next loiter point was 'point2'?,"If the next loiter point was 'point2', Gilda would change its direction to the southeast and proceed towards 'point2' for loitering. The vehicle will continue to avoid any obstacles and collisions with other vessels as specified in its active behavior.",'next_loiter_point': 'point2'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point3,none,none,far,FALSE,none,fast,southeast,southeast,False,none,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point3', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'none', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if a contact was in very close proximity?,"Gilda would continue loitering at point 3, but if a contact was in very close proximity, Gilda would take evasive actions to avoid a collision with the other vessel.",'contact_range': 'very close'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,none,none,far,FALSE,none,fast,southeast,southeast,False,none,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'none', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if the vehicle's contact range was very close?,Gilda would change its behavior to loiter towards point 4 while also avoiding the other vessel in very close proximity. The vehicle would follow the COLREGS protocol to ensure collision avoidance.,'contact_range': 'very close'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point4,none,none,far,FALSE,none,fast,southeast,southeast,True,none,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'True', 'obstacle_direction': 'none', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if Gilda encountered an obstacle in close proximity?,"If Gilda encountered an obstacle in close proximity, it would continue to loiter around point 4 while actively avoiding the obstacle. The collision avoidance mode would be activated to ensure that Gilda modifies its trajectory and speed to prevent any collision.",'obstacle_proximity': 'close'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point0,none,none,far,FALSE,none,fast,southeast,southwest,False,none,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point0', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'none', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if the obstacle proximity was nearby?,Gilda would continue to loiter towards point 0 but would also take measures to avoid colliding with the nearby obstacle. It would adjust its trajectory and speed to safely navigate around the obstacle.,'obstacle_proximity': 'nearby'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,none,none,far,FALSE,none,fast,southeast,southwest,False,none,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'none', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if the next loiter point was set to 'point3'?,"If the next loiter point was set to 'point3', Gilda would change its loitering location and start loitering around 'point3' instead of 'point7'.",'next_loiter_point': 'point3'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,none,none,far,FALSE,none,moderate,southeast,southwest,False,none,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'moderate', 'heading': 'southeast', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'none', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if the next loiter point was 'none'?,"Without a specified next loiter point, Gilda would not proceed to any specific location and would continue to loiter around in its current area.",'next_loiter_point': 'none'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,none,none,far,FALSE,none,moderate,southwest,southwest,False,none,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'moderate', 'heading': 'southwest', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'none', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if the obstacle proximity was 'nearby'?,"Gilda would continue to loiter towards point 7, but would also be actively avoiding the nearby obstacle by adjusting its trajectory and speed.",'obstacle_proximity': 'nearby'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,none,none,far,FALSE,none,fast,southwest,southwest,False,none,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southwest', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'none', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if the next loiter point was changed to 'point3'?,Gilda would change its next loiter point to 'point3' and continue loitering in that area until further notice. ,'next_loiter_point': 'point3'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,none,none,far,FALSE,none,fast,northwest,southwest,False,none,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'none', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if the vehicle was instructed to return to its starting point while an obstacle was nearby?,Gilda would immediately change its behavior from loitering to returning to its starting point while also actively avoiding the nearby obstacle.,"'return': 'True', 'obstacle_proximity': 'nearby'"
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_0,none,far,FALSE,none,fast,northwest,southwest,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'none', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if an obstacle was nearby?,"If an obstacle was nearby, Gilda would continue to loiter towards point 7 while also taking measures to avoid the obstacle. The specific avoidance strategy would depend on the collision avoidance mode specified by the vehicle.",'obstacle_proximity': 'nearby'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_0,far,far,FALSE,none,fast,northwest,southwest,False,northwest,gilda,loiter,"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if an obstacle was in very close proximity?,"Gilda would continue loitering towards point 7, but this time it would need to change its trajectory and speed to avoid a collision with the obstacle. The collision avoidance protocol would be activated to ensure the safety of the vehicle.",'obstacle_proximity': 'very_close'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_0,far,far,FALSE,none,fast,northwest,southwest,False,northwest,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}",What if the obstacle was very close?,"If the obstacle was very close to the vehicle, Gilda would adjust its trajectory to avoid a collision while continuing to loiter around the selected waypoints.",'obstacle_proximity': 'very_close'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_0,far,nearby,FALSE,none,fast,northwest,southwest,False,northwest,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'far', 'contact_range': 'nearby', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}",What if the obstacle was very close?,"If the obstacle was very close, Gilda would adjust its trajectory to avoid the obstacle while continuing to loiter around point 7, ensuring collision avoidance with the obstacle.",'obstacle_proximity': 'very_close'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_0,far,nearby,FALSE,none,fast,southwest,southwest,False,northwest,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'far', 'contact_range': 'nearby', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southwest', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}",What if the vehicle was required to station keep?,"If the vehicle is required to station keep, it will remain in its current location and not engage in any other behaviors until further notice.",'station_keep': 'True'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_0,nearby,nearby,FALSE,none,fast,southwest,southwest,False,northwest,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'nearby', 'contact_range': 'nearby', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southwest', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}",What if the obstacle was very far?,"Gilda will continue to loiter around point 7 without needing to adjust its trajectory to avoid the obstacle, as the obstacle is far away.",'obstacle_proximity': 'very_far'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_0,close,nearby,FALSE,none,fast,southwest,southwest,False,northwest,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'close', 'contact_range': 'nearby', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southwest', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}",What if the obstacle was very far?,"Gilda will continue to proceed towards point 7 without requiring any trajectory adjustments to navigate around obstacles, followed by engaging in loitering around multiple waypoints.",'obstacle_proximity': 'very_far'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_0,close,close,FALSE,none,fast,southwest,southwest,False,northwest,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'close', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southwest', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}",What if the obstacle was very far?,"Gilda will continue loitering around point 7 without needing to avoid the obstacle, as it will be located at a significant distance.",'obstacle_proximity': 'very_far'
"Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.",True,False,False,point7,obstacle_0,close,close,FALSE,none,fast,northwest,southwest,False,northwest,gilda,"loiter,avd_obstacles_avd_obstacles_ob_0","{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'close', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'southwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}",What if the obstacle was very far?,Gilda will continue to loiter around point 7 without any changes in behavior as the obstacle is already very far away.,'obstacle_proximity': 'very_far'
