representation,user_query,explanation,state_permutation
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point5', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'very far', 'contact_range': 'very far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if the obstacle proximity was nearby?,"Gilda would continue to loiter around point 5, but now, because the obstacle proximity is nearby, Gilda would start actively avoiding the obstacle named ""obstacle_3"" by modifying its trajectory and speed according to the COLREGS protocol. ",'obstacle_proximity': 'nearby'
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point0', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_4,avd_obstacles_avd_obstacles_ob_2'}",What if the obstacle was very close?,"If the obstacle was very close, Gilda would adjust its trajectory to avoid the obstacle while continuing to loiter around multiple waypoints.",'obstacle_proximity': 'very_close'
"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'northwest', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_a'}",What if obstacle a is resolved?,"If obstacle a is resolved, it means that the vehicle has successfully navigated around the obstacle and there is no longer a need to avoid it. The vehicle can continue its surveying behavior without any obstruction.",'obstacle_resolved': 'True'
"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point1', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if next waypoint is equal to 'starting_point' and next loiter point is 'point3'? ,"If the next waypoint is set to 'starting_point', it means the vehicle will start heading back to its starting point. However, if the next loiter point is 'point3', the vehicle will first reach that loiter point and stay there until a survey objective is provided. The vehicle will then perform the survey and finally return back to its starting point.","'next_waypoint': 'starting_point', 'next_loiter_point': 'point3'"
"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point0', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'southeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if next waypoint is equal to starting point and next loiter point is point 5? ,"If the next waypoint is set to the starting point and the next loiter point is set to point 5, Henry would not need to move towards the starting point to loiter. Instead, the vehicle would directly move towards point 5 to loiter while waiting for the next designated survey area. Since periodic ascend is not active in this case, the vessel would not need to surface for a GPS coordinate correction.","'next_waypoint': 'starting_point', 'next_loiter_point': 'point5'"
"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'none', 'behaviour_stage': 'none', 'next_loiter_point': 'point7', 'gps_update_received': 'False', 'depth': 'moderate', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'none', 'loiter_point_direction': 'northwest', 'speed': 'fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,loiter,bhv_const_depth'}",What if Henry starts loitering at point 7 instead of point 3?  ,"If Henry starts loitering at point 7 instead of point 3, the vessel would change its loiter point direction to northwest and adjust its heading accordingly.","'next_loiter_point': 'point7', 'loiter_point_direction': 'northwest'"
"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'none', 'behaviour_stage': 'none', 'next_loiter_point': 'point6', 'gps_update_received': 'False', 'depth': 'shallow', 'vehicle_at_surface': 'True', 'periodic_ascend': 'False', 'waypoint_direction': 'none', 'loiter_point_direction': 'northeast', 'speed': 'idle', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,loiter,bhv_periodic_surface,bhv_const_depth'}",What if the vehicle does not receive a GPS update?,"Without a GPS update, the vehicle would continue loitering at the current loiter point and not surface to provide new GPS coordinates.",'gps_update_received': 'False'
"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point3', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if next waypoint is equal to starting_point and next loiter point is none?,"If the next waypoint is the starting point and there is no next loiter point specified, it means that the vehicle has completed the survey objective and is ready to return to its starting point. Therefore, the vehicle would change its behavior to return to the starting point without performing any additional surveying or loitering.","'next_waypoint': 'starting_point', 'next_loiter_point': 'none'"
"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'none', 'behaviour_stage': 'none', 'next_loiter_point': 'point4', 'gps_update_received': 'False', 'depth': 'shallow', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'none', 'loiter_point_direction': 'northeast', 'speed': 'moderate', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,loiter,bhv_periodic_surface,bhv_const_depth'}",What if the next loiter point is changed to point 2?,The vehicle would change its loitering location and start loitering around point 2 instead of point 4.,'next_loiter_point': 'point2'
"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'obstacle_resolved': 'False', 'behaviour_stage': 'advanced', 'next_point': 'point3', 'speed': 'very fast', 'heading': 'northeast', 'next_point_direction': 'northwest', 'obstacle_direction': 'none', 'name': 'alpha', 'active_behaviour': 'waypt_survey'}",What if the vehicle reaches its next point without any obstacle in close proximity?,"If the vehicle reaches its next point without any obstacle in close proximity, then it would continue surveying the area while maintaining its current behavior and heading.","obstacle_name = 'none', 'obstacle_proximity': 'none'"
"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'none', 'behaviour_stage': 'none', 'next_loiter_point': 'point4', 'gps_update_received': 'False', 'depth': 'deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'none', 'loiter_point_direction': 'southeast', 'speed': 'moderate', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,loiter,bhv_periodic_surface,bhv_const_depth'}",What if the loiter point direction is changed to southwest?,The vehicle would change its direction while loitering around the waypoints.,'loiter_point_direction': 'southwest'
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'False', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'none', 'obstacle_name': 'none', 'obstacle_proximity': 'none', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'idle', 'heading': 'north', 'loiter_point_direction': 'none', 'new_loiter_area': 'False', 'obstacle_direction': 'none', 'name': 'gilda', 'active_behaviour': 'none'}",What if Gilda is deployed towards point 3?,"Gilda would get configured for loitering starting from point 3 until a new loiter area is defined, the vessel is asked to return to its starting point or is asked to stay put until further notice. At all times it should also avoid any obstacles or collisions with other vehicles.","'deploy': 'True', 'next_loiter_point': 'point3'"
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'True', 'station_keep': 'True', 'next_loiter_point': 'none', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'moderate', 'heading': 'northwest', 'loiter_point_direction': 'none', 'new_loiter_area': 'False', 'obstacle_direction': 'southeast', 'name': 'gilda', 'active_behaviour': 'none'}","What if Gilda's active behavior changes to ""active""?","If Gilda's active behavior changes to ""active"", it would affect its decision-making process and lead to a different outcome for the given vehicle state representation. The updated behavior may include additional actions or conditions to be met.",'active_behavior': 'active'
"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",What if Alpha stops being deployed all of a sudden?,"Alpha would interrupt its return and stay idle without any active behaviour. Additionally, obstacle A is far from the vessel and there is no immediate risk of collision.",{'deploy': 'False'}
"{'objective': 'Go to points 0, 1, 2, 3, 4, 5 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'nearby', 'obstacle_resolved': 'False', 'behaviour_stage': 'completed', 'next_point': 'none', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'none', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'none'}",What if Alpha resolves obstacle_a and obstacle_proximity = none?,"If Alpha successfully resolves obstacle_a and the proximity to any obstacle becomes none, it would continue its survey behavior without needing to avoid any obstacles.","obstacle_resolved = 'True', obstacle_proximity = 'none'"
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point3', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southwest', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if the obstacle proximity changed to nearby?,"If the obstacle proximity changed to nearby, Gilda would still be loitering at point 3, but it would now be avoiding the obstacle_0 that is in close proximity. Gilda would make necessary adjustments in its trajectory and speed to avoid a collision with the obstacle.",'obstacle_proximity': 'nearby'
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'far', 'contact_range': 'very close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_2,avdcol_henry,avd_obstacles_avd_obstacles_ob_3'}",What if the obstacle proximity changes to 'close'?,"If the obstacle proximity changes to 'close', the vehicle will still be loitering but will now need to actively avoid the nearby obstacle. It will adjust its trajectory to avoid a potential collision with the obstacle.",'obstacle_proximity': 'close'
"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point0', 'behaviour_stage': 'cycled', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if the next waypoint is equal to 'starting_point' and the next loiter point is 'none'?,"If the next waypoint is the 'starting_point' and there is no next loiter point, it means that the survey objective has been completed and the vehicle needs to return to its starting point. Therefore, the vehicle will change its behavior from surveying to returning.","'next_waypoint': 'starting_point', 'next_loiter_point': 'none'"
"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'none', 'behaviour_stage': 'none', 'next_loiter_point': 'point0', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'none', 'loiter_point_direction': 'northeast', 'speed': 'moderate', 'heading': 'southeast', 'name': 'henry', 'active_behaviour': 'maxdepth,loiter,bhv_periodic_surface,bhv_const_depth'}",What if the loiter point direction is changed to southwest?,The vehicle would change its direction during loitering and start moving towards the southwest instead of the northeast.,'loiter_point_direction': 'southwest'
"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point3', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if next waypoint is equal to 'starting_point' and next loiter point is 'point7'?,"If the next waypoint is set to 'starting_point' and the next loiter point is set to 'point7', Henry will first return to its starting point before moving to loiter around point7. This would change the behavior of the agent as it would skip surveying and directly go to the next loiter point.","'next_waypoint': 'starting_point', 'next_loiter_point': 'point7'"
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point7', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'close', 'contact_range': 'very close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'cpa:none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_2,avdcol_henry'}",What if the next loiter point is changed to 'none'?,Changing the next loiter point to 'none' means that the vehicle will no longer have a specific destination to loiter around. It will continue to move in its current direction while avoiding obstacles and collision with other vessels.,'next_loiter_point': 'none'
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'southeast', 'name': 'gilda', 'active_behaviour': 'loiter'}",What if the obstacle proximity changed to 'nearby'?,"If the obstacle proximity changes to 'nearby', Gilda would still continue loitering towards point 4, but now it would also actively avoid the obstacle by adjusting its trajectory and speed based on the COLREGS protocol.",'obstacle_proximity': 'nearby'
"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'none', 'behaviour_stage': 'none', 'next_loiter_point': 'point4', 'gps_update_received': 'False', 'depth': 'shallow', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'none', 'loiter_point_direction': 'northeast', 'speed': 'moderate', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,loiter,bhv_periodic_surface,bhv_const_depth'}",What if the next loiter point is changed to point3?,The vehicle would adjust its trajectory and start loitering around point3 instead of point4.,'next_loiter_point': 'point3'
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'far', 'contact_range': 'close', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0,avd_obstacles_avd_obstacles_ob_2'}",What if the obstacle was very close?,Gilda will engage in loitering around point 4 while avoiding the obstacle. It will actively adjust its trajectory to maintain a safe distance from the obstacle and continue with its collision avoidance behavior.,'obstacle_proximity': 'very_close'
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'True', 'station_keep': 'False', 'next_loiter_point': 'none', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'very far', 'contact_range': 'far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'none', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'waypt_return'}",What if the vehicle is currently loitering while avoiding an obstacle and the proximity to the obstacle changes to 'nearby'?,"If the vehicle is currently loitering while avoiding an obstacle and the proximity to the obstacle changes to 'nearby', the vehicle would continue to loiter but with a higher level of caution to avoid the nearby obstacle.",obstacle_proximity': 'nearby'
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'True', 'station_keep': 'False', 'next_loiter_point': 'none', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'nearby', 'contact_range': 'nearby', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'none', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'waypt_return,avd_obstacles_avd_obstacles_ob_0'}",What if Gilda changes its speed from 'fast' to 'slow'?,"If Gilda changes its speed from 'fast' to 'slow', it would affect how it loiters around and avoids obstacles. The reduced speed would give Gilda more time to react and maneuver around obstacles or other vessels in its vicinity.",'speed': 'slow'
"{'objective': 'Go to points 0, 1, 2, 3 and then return to starting position.', 'deploy': 'True', 'return': 'True', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'very far', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'pointstart', 'speed': 'max speed', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'southeast', 'name': 'alpha', 'active_behaviour': 'waypt_return'}",What if Alpha continues deploying but stops returning?,"Alpha would continue surveying the area and avoid obstacle A, which is very far from the vehicle. There would be no need for Alpha to return to its starting point.",'return': 'False'
"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point6', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if next waypoint is equal to none and next loiter point is point 6?,"If next_waypoint is set to 'none' and next_loiter_point is set to 'point6', Henry will stop moving towards any specific waypoint and start loitering around point6. Since periodic ascend is also active while loitering, Henry will surface periodically to provide new GPS coordinates to command and control.","'next_waypoint': none, 'next_loiter_point': point6'"
"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'none', 'behaviour_stage': 'none', 'next_loiter_point': 'point1', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'none', 'loiter_point_direction': 'southeast', 'speed': 'fast', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,loiter,bhv_const_depth'}",What if Henry stops being deployed? ,"If Henry stops being deployed, then the vessel would reduce its speed and eventually stay idle.",'deploy': False
"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point9', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if next waypoint is equal to none and next loiter point is point 0?,"In this scenario, Henry would have to change its next loiter point to point 0 and stop moving towards the current next waypoint. Henry will loiter around point 0 until the next designated survey area is provided. Since periodic ascend is not active, the vessel will not need to go to the surface for a GPS coordinate correction.","'next_waypoint': none, 'next_loiter_point': point0'"
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point3', 'obstacle_name': 'obstacle_0', 'obstacle_proximity': 'far', 'contact_range': 'nearby', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northeast', 'loiter_point_direction': 'southeast', 'new_loiter_area': 'False', 'obstacle_direction': 'southeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_0'}",What if the obstacle was very close?,"In this scenario, Gilda would be loitering while avoiding the obstacle at a very close proximity. This would require Gilda to make quick adjustments to its trajectory and maintain a safe distance from the obstacle.",{'obstacle_proximity': 'very_close'}
"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'none', 'behaviour_stage': 'none', 'next_loiter_point': 'point2', 'gps_update_received': 'False', 'depth': 'moderate', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'none', 'loiter_point_direction': 'southeast', 'speed': 'fast', 'heading': 'southeast', 'name': 'henry', 'active_behaviour': 'maxdepth,loiter,bhv_const_depth'}",What if Henry changes its next loiter point to point 5?,"If Henry changes its next loiter point to point 5, then the vessel would adjust its heading and direction accordingly to navigate towards point 5 for loitering.",'next_loiter_point': 'point5'
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'True', 'station_keep': 'False', 'next_loiter_point': 'none', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'very far', 'contact_range': 'very far', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'none', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'waypt_return'}",What if Gilda is ordered to stay in its current position?,"If Gilda is currently on station keeping mode, it will remain in place until further notice, regardless of any other conditions such as obstacle proximity or contact range.",station_keep': 'True'
"{'objective': 'Go to points 0, 1, 2 and then return to starting position.', 'deploy': 'True', 'return': 'False', 'obstacle_name': 'obstacle_a', 'obstacle_proximity': 'very close', 'obstacle_resolved': 'False', 'behaviour_stage': 'in-transit', 'next_point': 'point2', 'speed': 'very fast', 'heading': 'northwest', 'next_point_direction': 'northwest', 'obstacle_direction': 'northeast', 'name': 'alpha', 'active_behaviour': 'waypt_survey,avoid_obstacle_avoid_obstacle_a'}",What if obstacle a is resolved?,"If obstacle a is resolved, it means that the vehicle no longer needs to avoid it. Therefore, the vehicle can continue with its survey without altering its trajectory to avoid the obstacle.",'obstacle_resolved': 'True'
"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'none', 'behaviour_stage': 'none', 'next_loiter_point': 'point2', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'False', 'waypoint_direction': 'none', 'loiter_point_direction': 'southeast', 'speed': 'fast', 'heading': 'southeast', 'name': 'henry', 'active_behaviour': 'maxdepth,loiter,bhv_const_depth'}",What if Henry changes its next loiter point to point 5?,"If Henry changes its next loiter point to point 5, then the vehicle would adjust its loiter point direction to a different location within the predefined set of waypoints.",'next_loiter_point': 'point5'
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point0', 'obstacle_name': 'obstacle_2', 'obstacle_proximity': 'far', 'contact_range': 'nearby', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'northwest', 'loiter_point_direction': 'northwest', 'new_loiter_area': 'False', 'obstacle_direction': 'southwest', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_4,avd_obstacles_avd_obstacles_ob_2'}",What if the obstacle was very close?,"In this scenario, Gilda will continue to loiter around point 0 while actively avoiding the nearby obstacle. It will adjust its trajectory and maintain a safe distance from the obstacle to prevent any potential collision.",'obstacle_proximity': 'very_close'
"{'objective': 'Loiter around in different areas which are selected randomly, while avoiding obstacles and collision with other vessels. Finally, once the command is provided by the operator, return to starting point.', 'deploy': 'True', 'return': 'False', 'station_keep': 'False', 'next_loiter_point': 'point4', 'obstacle_name': 'obstacle_3', 'obstacle_proximity': 'close', 'contact_range': 'nearby', 'contact_resolved': 'FALSE', 'collision_avoidance_mode': 'none', 'speed': 'fast', 'heading': 'southeast', 'loiter_point_direction': 'northeast', 'new_loiter_area': 'False', 'obstacle_direction': 'northeast', 'name': 'gilda', 'active_behaviour': 'loiter,avd_obstacles_avd_obstacles_ob_3'}",What if the obstacle was very far?,"Even if the obstacle is very far, Gilda will continue to loiter around point 4 without any changes in behavior as the obstacle is not in close proximity.",'obstacle_proximity': 'very_far'
