objectives,deploy,return,next_waypoint,behaviour_stage,next_loiter_point,gps_update_received,depth,vehicle_at_surface,periodic_ascend,waypoint_direction,loiter_point_direction,speed,heading,name,ivphelm_bhv_active,representation,user_query,explanation,state_permutation
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point7,advanced,none,False,very deep,False,True,northeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point7', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if the next waypoint is equal to 'point2' and the next loiter point is 'none'?,"If the next waypoint is set to 'point2', it means that Henry needs to move towards 'point2' to reach the survey area designated by the user. However, since the next loiter point is 'none', Henry will not loiter around any waypoint. Instead, it will continue to move within the predefined depth range while surveying the designated area.","'next_waypoint': 'point2', 'next_loiter_point': 'none'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point7,in-transit,none,False,very deep,False,True,northeast,none,very fast,southeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point7', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if deploy is false?,"If deploy is set to false, it means that the vessel is idle and not performing any specific behavior or movement. This would override any other conditions or objectives set in the representation.",'deploy': false
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point7,in-transit,none,False,very deep,False,True,northeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point7', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if the next waypoint is equal to none and the next loiter point is point 3?,"If the next waypoint is none and the next loiter point is point 3, Henry would have to move towards point 3 to loiter while waiting for the next designated survey area. However, because periodic ascend is also active while loitering, the vessel will have to go to the surface for a GPS coordinate correction.","'next_waypoint': none, 'next_loiter_point': point3'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point7,advanced,none,False,very deep,False,True,northeast,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point7', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northeast', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if next waypoint is equal to point2 and next loiter point is none?,"If the next waypoint is set to point2, it means Henry will move towards that waypoint instead of loitering. Since the next loiter point is set to none, Henry will not perform any loitering behavior. Instead, Henry will continue moving towards the specified waypoint until a new instruction or objective is provided.","'next_waypoint': point2, 'next_loiter_point': none'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point8,advanced,none,False,very deep,False,True,northwest,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point8', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if next waypoint is equal to point0 and next loiter point is none?,"In this case, Henry would skip the loitering stage and immediately start surveying the area designated by the user. Since next loiter point is none, the vehicle would not surface for GPS coordinate correction.","'next_waypoint': point0, 'next_loiter_point': none"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point8,in-transit,none,False,very deep,False,True,northwest,none,very fast,northeast,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point8', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northeast', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if next waypoint is equal to starting_point and next loiter point is none?,"Henry would skip the loitering phase and immediately start surveying the area designated by the user. Since the next waypoint is the starting point, there is no need to return to the starting point before beginning the survey.","'next_waypoint': starting_point, 'next_loiter_point': none'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point8,in-transit,none,False,very deep,False,True,northwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point8', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if next waypoint is equal to none and next loiter point is point 0? ,"In this scenario, Henry would not have a designated next waypoint and would also move towards point 0 to loiter while waiting for the next designated survey area. Since the next loiter point is now point 0, Henry will not need to surface for a GPS coordinate correction as there is no conflict with periodic ascend.","'next_waypoint': none, 'next_loiter_point': point0'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point8,advanced,none,False,very deep,False,True,northwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point8', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if deploy is false?,"If deploy is false, it means that the vehicle is not currently in operation and is idle. It will not be moving within a predefined depth range, loitering around waypoints, surveying an area, or returning to its starting point.",'deploy': false
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point9,advanced,none,False,very deep,False,True,northwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point9', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if next waypoint is equal to 'none' and next loiter point is 'point0'?,"Henry would not have a designated next waypoint and would not be loitering around any specific point. In this case, Henry would be in idle mode as there are no instructions for it to move or perform any actions.","'next_waypoint': 'none', 'next_loiter_point': 'point0'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point9,in-transit,none,False,very deep,False,True,northwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point9', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if next waypoint is equal to none and next loiter point is point 0?,"In this scenario, since the next waypoint is equal to none and the next loiter point is point 0, Henry would not have any specific destination to move towards. Therefore, he would stay stationary at point 0 and loiter until a survey objective is provided. However, because periodic ascend is also active while loitering, the vessel will have to go to the surface for a GPS coordinate correction.","'next_waypoint': none, 'next_loiter_point': point0"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point9,in-transit,none,False,very deep,False,True,southwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point9', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if the next waypoint is equal to 'point9' and the next loiter point is 'point6'?,"If the next waypoint is 'point9', the vehicle would continue its transit towards that point. However, if the next loiter point is 'point6', the vehicle would change its behavior and start loitering around 'point6' instead of continuing its transit. This would require a change in the vehicle's heading and speed.","'next_waypoint': 'point9', 'next_loiter_point': 'point6'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point9,cycled,none,False,very deep,False,True,southwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point9', 'behaviour_stage': 'cycled', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if next waypoint is equal to 'none' and next loiter point is 'point 0'?,"In the current state, Henry is set to move towards point9 as the next waypoint and there is no designated loiter point. However, if the next waypoint is changed to 'none' and the next loiter point is set to 'point 0', Henry will not have a specific destination and will instead loiter around point 0. The vessel will still have to surface periodically for GPS coordinate updates as periodic ascend is active during loitering.","'next_waypoint': 'none', 'next_loiter_point': 'point0'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point0,cycled,none,False,very deep,False,True,southwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point0', 'behaviour_stage': 'cycled', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if the next waypoint is equal to point 7?,Changing the next waypoint to point 7 means that Henry will continue to survey the area designated by the user. This means that Henry will not start the return process or perform any other behavior until the survey objective is completed.,'next_waypoint': point7'
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point0,in-transit,none,False,very deep,False,True,southwest,none,very fast,northwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point0', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if deploy is set to false?,"If deploy is set to false, the vehicle will become idle and stop all its current activities, including loitering, surveying, and returning to the starting point.",'deploy': False
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point0,in-transit,none,False,very deep,False,True,southwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point0', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if next loiter point is changed to point 5?,"Changing the next loiter point to point 5 would mean that Henry would loiter around point 5 instead of not loitering at any specific point. However, since the vehicle is currently in-transit, the loitering behavior would not be activated until the vehicle reaches its next loiter point.",'next_loiter_point': point5
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point0,advanced,none,False,very deep,False,True,southwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point0', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if next waypoint is equal to starting point and next loiter point is none?,"If the next waypoint is set to the starting point and there are no designated loiter points, Henry would skip the loitering stage and directly start surveying the area designated by the user. The vessel would not surface for GPS coordinate correction since the periodic ascend behavior is only activated when there is a next loiter point.","'next_waypoint': starting_point, 'next_loiter_point': none'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point1,advanced,none,False,very deep,False,True,southwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point1', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if next waypoint is equal to starting point?,"If the next waypoint is equal to the starting point, it means that the vehicle has completed its previous survey objective and is ready to return to its starting point. Therefore, the vehicle should set the return parameter to true and start moving towards the starting point.",'next_waypoint': 'starting_point'
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point1,in-transit,none,False,very deep,False,True,southwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point1', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if deploy is false?,"If deploy is false, it means the vehicle is not active and is idle. This means that the vehicle will not be moving, loitering, surveying, or returning to its starting point.",'deploy': false
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point1,in-transit,none,False,very deep,False,True,northwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point1', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if deploy is false?,"If the deploy parameter is false, it means that the vehicle is not currently in operation and is idle. Therefore, the vehicle will not be performing any actions or following any waypoints or loiter points.",'deploy': False
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point1,advanced,none,False,very deep,False,True,northwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point1', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if the next waypoint is equal to none and the next loiter point is point 0?,"Henry would have to move towards point0 to loiter while waiting for the next designated survey area. However, because periodic ascend is also active while loitering, the vessel will have to go to the surface for a GPS coordinate correction.","'next_waypoint': none, 'next_loiter_point': point0"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point2,advanced,none,False,very deep,False,True,northwest,none,very fast,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point2', 'behaviour_stage': 'advanced', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if the next waypoint is equal to 'starting_point' and the next loiter point is 'none'?,"In this case, Henry would be moving towards the starting point instead of a specific waypoint. As there is no next loiter point specified, Henry would continue to loiter between points 0 to 7 until a survey objective is provided. Since periodic ascend is active, the vessel will surface periodically to provide new GPS coordinates to command and control.","'next_waypoint': 'starting_point', 'next_loiter_point': none'."
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,False,point0,in-transit,none,False,very deep,False,True,southwest,none,max speed,southwest,henry,"maxdepth,bhv_const_depth,waypt_survey","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'False', 'next_waypoint': 'point0', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'southwest', 'loiter_point_direction': 'none', 'speed': 'max speed', 'heading': 'southwest', 'name': 'henry', 'active_behaviour': 'maxdepth,bhv_const_depth,waypt_survey'}",What if the next loiter point is point 7 and the vehicle is at the surface?,"If the next loiter point is set to point7 and the vehicle is already at the surface, there would be no need for the vehicle to ascend again to provide new GPS coordinates. The vehicle can directly start loitering around point7.","'next_loiter_point': point7, 'vehicle_at_surface': True"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,True,starting_point,in-transit,none,False,very deep,False,True,northwest,none,very fast,northwest,henry,"maxdepth,waypt_return,bhv_const_depth","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,waypt_return,bhv_const_depth'}",What if the vehicle changes its heading to southeast?,"If Henry changes its heading to southeast, it would move in that direction instead of northwest as indicated in the current state representation. This would affect its trajectory and potentially the path it takes to reach its waypoints or designated survey area.",'heading': 'southeast'
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,True,starting_point,in-transit,none,False,very deep,False,True,northwest,none,max speed,northwest,henry,"maxdepth,waypt_return,bhv_const_depth","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'in-transit', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'max speed', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,waypt_return,bhv_const_depth'}",What if the vehicle is re-deployed with a different speed?,"If Henry is redeployed with a different speed, it would affect the vehicle's movement within the predefined depth range and while loitering. The speed can impact the time it takes to reach the loiter points and potentially the efficiency of the survey.",'speed': 'normal speed'
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",True,True,starting_point,completed,none,False,very deep,False,True,northwest,none,max speed,northwest,henry,"maxdepth,waypt_return,bhv_const_depth","{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'True', 'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'completed', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'max speed', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'maxdepth,waypt_return,bhv_const_depth'}",What if the vehicle is re-deployed without the need to return to the starting point?,"If Henry is redeployed without the requirement to return to the starting point, it would continue surveying the designated area instead of returning after completing the survey.","'return': ‘False’, 'next_waypoint': 'starting_point',  'next_loiter_point': ‘none'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",False,True,starting_point,completed,none,False,very deep,False,True,northwest,none,max speed,northwest,henry,None,"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'False', 'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'completed', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'max speed', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'None'}",What if the vehicle is re-deployed with a different heading direction?,"If Henry is redeployed with a different heading direction, it would change its course and move in the new specified direction.",'heading': 'northeast'
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",False,True,starting_point,completed,none,False,very deep,False,True,northwest,none,very fast,northwest,henry,None,"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'False', 'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'completed', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'very fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'None'}",What if the vehicle is re-deployed but the return is set to false?,"If Henry is redeployed without the intention of returning to its starting point, it will continue to perform its surveying objective or loiter around the predefined waypoints indefinitely.","'return': ‘False’, 'next_waypoint': 'starting_point'"
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",False,True,starting_point,completed,none,False,very deep,False,True,northwest,none,fast,northwest,henry,None,"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'False', 'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'completed', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'very deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'None'}",What if the vehicle is re-deployed with a different heading?,"If Henry is redeployed with a different heading, it would change its direction of movement while loitering or performing the survey.",'heading': 'southeast'
"Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point",False,True,starting_point,completed,none,False,deep,False,True,northwest,none,fast,northwest,henry,None,"{'objectives': 'Loiter between points 0 to 7 until a survey objective is provided, then perform the survey and finally return back to starting point', 'deploy': 'False', 'return': 'True', 'next_waypoint': 'starting_point', 'behaviour_stage': 'completed', 'next_loiter_point': 'none', 'gps_update_received': 'False', 'depth': 'deep', 'vehicle_at_surface': 'False', 'periodic_ascend': 'True', 'waypoint_direction': 'northwest', 'loiter_point_direction': 'none', 'speed': 'fast', 'heading': 'northwest', 'name': 'henry', 'active_behaviour': 'None'}",What if the vehicle is redeployed with the survey objective already provided?,"If Henry is redeployed with the survey objective already provided, then it would skip the loitering stage and directly start performing the survey in the designated area.","'deploy': 'True', 'next_waypoint': 'survey_area', 'next_loiter_point': 'none', 'behaviour_stage': 'in-progress'"
